champ1,champ2,winrate,n_games
Ashe,Zyra,0.529411765,34
Teemo,Corki,0.323529412,34
Ashe,Kled,0.382352941,34
LeBlanc,Miss Fortune,0.558823529,34
Urgot,Kennen,0.588235294,34
Kog'Maw,Ivern,0.529411765,34
Blitzcrank,Yorick,0.441176471,34
Fiora,Ornn,0.470588235,34
Varus,Jinx,0.470588235,34
Talon,Varus,0.529411765,34
Katarina,Orianna,0.441176471,34
Singed,Vel'Koz,0.588235294,34
Taric,Ivern,0.352941176,34
Sona,Rumble,0.529411765,34
Alistar,Anivia,0.5,34
Skarner,Vel'Koz,0.558823529,34
Kennen,Thresh,0.41176470600000004,34
Dr. Mundo,Corki,0.441176471,34
Lissandra,Zac,0.588235294,34
Cassiopeia,Nidalee,0.5,34
Jayce,Jinx,0.5,34
Evelynn,Lissandra,0.5,34
Lulu,Illaoi,0.5,34
Zyra,Rek'Sai,0.529411765,34
Kennen,Ornn,0.441176471,34
Zilean,Jinx,0.441176471,34
Olaf,Katarina,0.294117647,34
Lucian,Xayah,0.352941176,34
Draven,Zyra,0.470588235,34
Ryze,Ivern,0.588235294,34
Quinn,Azir,0.294117647,34
Taric,Rumble,0.6764705879999999,34
Rammus,Lissandra,0.382352941,34
Veigar,Gnar,0.5,34
Yorick,Ivern,0.382352941,34
Annie,Fizz,0.529411765,34
Zilean,Heimerdinger,0.470588235,34
Sona,Fiora,0.6764705879999999,34
Anivia,Thresh,0.588235294,34
Annie,Leona,0.529411765,34
Gangplank,Rakan,0.5,34
Karma,Thresh,0.352941176,34
Zilean,Ezreal,0.5,34
Annie,Urgot,0.382352941,34
Kennen,Taliyah,0.529411765,34
Ryze,Ashe,0.470588235,34
Karma,Lulu,0.41176470600000004,34
Nami,Thresh,0.382352941,34
Sivir,Rumble,0.470588235,34
Alistar,Kassadin,0.515151515,33
Nocturne,Lissandra,0.575757576,33
Alistar,Taric,0.484848485,33
Veigar,Azir,0.545454545,33
Malzahar,Kled,0.424242424,33
Tristana,Ashe,0.484848485,33
Taric,Elise,0.454545455,33
Renekton,Yorick,0.666666667,33
Ashe,Draven,0.303030303,33
Jhin,Kalista,0.424242424,33
Azir,Bard,0.303030303,33
Lux,Braum,0.424242424,33
Urgot,Orianna,0.454545455,33
Karthus,Xerath,0.484848485,33
Ashe,Ahri,0.393939394,33
Anivia,Nautilus,0.636363636,33
Fiddlesticks,Corki,0.484848485,33
Irelia,Viktor,0.484848485,33
Irelia,Corki,0.606060606,33
Twisted Fate,Jinx,0.454545455,33
Annie,Kayle,0.424242424,33
Quinn,Vel'Koz,0.545454545,33
Camille,Nami,0.424242424,33
Rammus,Xerath,0.484848485,33
Janna,Ezreal,0.696969697,33
Syndra,Camille,0.575757576,33
Caitlyn,Ornn,0.454545455,33
Karma,Ezreal,0.484848485,33
Miss Fortune,Jayce,0.484848485,33
Kassadin,Jhin,0.515151515,33
Janna,Kog'Maw,0.606060606,33
Varus,Illaoi,0.333333333,33
Karthus,Azir,0.575757576,33
Jayce,Illaoi,0.303030303,33
Varus,Ornn,0.515151515,33
Karthus,Lissandra,0.454545455,33
Soraka,Lulu,0.424242424,33
Twisted Fate,Rumble,0.515151515,33
Tristana,Malzahar,0.515151515,33
Vel'Koz,Illaoi,0.636363636,33
Katarina,Ornn,0.363636364,33
Janna,Zed,0.636363636,33
Caitlyn,Elise,0.575757576,33
Vel'Koz,Ornn,0.606060606,33
Orianna,Quinn,0.515151515,33
Corki,Darius,0.545454545,33
Singed,Yorick,0.696969697,33
Taric,Kalista,0.484848485,33
Sivir,Renekton,0.424242424,33
Zilean,Ornn,0.515151515,33
Ezreal,Xayah,0.424242424,33
Sona,Elise,0.393939394,33
Rumble,Xayah,0.454545455,33
Draven,Kled,0.484848485,33
LeBlanc,Singed,0.545454545,33
Vladimir,Miss Fortune,0.484848485,33
LeBlanc,Blitzcrank,0.484848485,33
Taric,Ornn,0.424242424,33
Sona,Karma,0.454545455,33
Fiora,Zyra,0.484848485,33
Lux,Lulu,0.333333333,33
Gangplank,Orianna,0.393939394,33
Ziggs,Bard,0.575757576,33
LeBlanc,Fizz,0.454545455,33
Sona,Heimerdinger,0.575757576,33
Ziggs,Quinn,0.484848485,33
Sona,Leona,0.515151515,33
Veigar,Xayah,0.545454545,33
Gangplank,Draven,0.454545455,33
Shen,Varus,0.34375,32
Rumble,Varus,0.46875,32
Miss Fortune,Vel'Koz,0.4375,32
Veigar,Kog'Maw,0.5625,32
Orianna,Zoe,0.46875,32
LeBlanc,Thresh,0.5,32
Twisted Fate,Kled,0.625,32
Sona,Taric,0.375,32
Orianna,Leona,0.53125,32
Jayce,Zed,0.46875,32
Karma,Kled,0.3125,32
Lucian,Kalista,0.625,32
Fiora,Illaoi,0.53125,32
Tristana,Ziggs,0.53125,32
Morgana,Kalista,0.5625,32
Ziggs,Zyra,0.5,32
Zilean,Taliyah,0.5625,32
Annie,Alistar,0.40625,32
Miss Fortune,Janna,0.5,32
Kalista,Ornn,0.4375,32
Zilean,Quinn,0.4375,32
Tristana,Zoe,0.4375,32
Veigar,Caitlyn,0.28125,32
Rammus,Corki,0.53125,32
Galio,Soraka,0.59375,32
Talon,Braum,0.375,32
Lissandra,Zed,0.4375,32
Soraka,Sejuani,0.375,32
Kassadin,Quinn,0.5625,32
Draven,Ornn,0.34375,32
Morgana,Sona,0.625,32
Mordekaiser,Nami,0.4375,32
Vladimir,Shen,0.4375,32
Alistar,Vel'Koz,0.5625,32
Zilean,Rumble,0.5625,32
Viktor,Kai'Sa,0.40625,32
Zed,Kalista,0.53125,32
Anivia,Jinx,0.5625,32
Zoe,Zyra,0.4375,32
Renekton,Kog'Maw,0.5625,32
Lux,Rakan,0.375,32
Lux,Syndra,0.625,32
Leona,Rek'Sai,0.34375,32
Volibear,Viktor,0.40625,32
Taric,Rakan,0.40625,32
Corki,Ekko,0.59375,32
Kassadin,Blitzcrank,0.34375,32
Tristana,Karma,0.34375,32
Tryndamere,Corki,0.5,32
Malzahar,Bard,0.5625,32
Katarina,Rakan,0.40625,32
Ashe,Caitlyn,0.28125,32
Syndra,Zed,0.3125,32
Urgot,Gnar,0.28125,32
Renekton,Lissandra,0.46875,32
Twisted Fate,Braum,0.580645161,31
Twisted Fate,Rakan,0.516129032,31
Ekko,Nami,0.612903226,31
Renekton,Aurelion Sol,0.48387096799999996,31
Nidalee,Lissandra,0.48387096799999996,31
Ashe,Sona,0.580645161,31
Ashe,Azir,0.48387096799999996,31
Morgana,Anivia,0.419354839,31
Zilean,Lulu,0.322580645,31
Annie,Blitzcrank,0.45161290299999995,31
Katarina,Fiora,0.387096774,31
Elise,Orianna,0.48387096799999996,31
Shaco,Corki,0.45161290299999995,31
Kalista,Bard,0.387096774,31
Kog'Maw,Bard,0.709677419,31
Braum,Xayah,0.419354839,31
Annie,Tristana,0.516129032,31
Olaf,Cassiopeia,0.516129032,31
Galio,Syndra,0.48387096799999996,31
Twisted Fate,Blitzcrank,0.45161290299999995,31
Morgana,Draven,0.709677419,31
Rammus,Cassiopeia,0.580645161,31
Kayle,Kassadin,0.612903226,31
Swain,Bard,0.580645161,31
Draven,Zoe,0.290322581,31
Janna,Talon,0.35483871,31
Janna,Lux,0.516129032,31
Gnar,Azir,0.516129032,31
Kayle,Xayah,0.419354839,31
Soraka,Morgana,0.580645161,31
Corki,Udyr,0.516129032,31
Leona,Gnar,0.322580645,31
Alistar,Fiora,0.580645161,31
Yorick,Malzahar,0.45161290299999995,31
Varus,Tahm Kench,0.516129032,31
Caitlyn,Draven,0.48387096799999996,31
Zoe,Rek'Sai,0.322580645,31
Vladimir,Lux,0.516129032,31
Vladimir,Talon,0.516129032,31
Urgot,Varus,0.612903226,31
Urgot,Lulu,0.516129032,31
Taric,Lulu,0.45161290299999995,31
Ryze,Draven,0.387096774,31
Sivir,Taliyah,0.45161290299999995,31
Zyra,Xayah,0.419354839,31
Vladimir,Swain,0.64516129,31
Talon,Vel'Koz,0.48387096799999996,31
Quinn,Gnar,0.290322581,31
Sivir,Zed,0.48387096799999996,31
Ezreal,Syndra,0.419354839,31
Lissandra,Ekko,0.516129032,31
Lulu,Draven,0.580645161,31
Ziggs,Ivern,0.387096774,31
Kayle,Janna,0.48387096799999996,31
Veigar,Rakan,0.45161290299999995,31
Tristana,Xayah,0.290322581,31
Sivir,Camille,0.48387096799999996,31
Jayce,Ornn,0.258064516,31
Blitzcrank,Lulu,0.45161290299999995,31
Sejuani,Nami,0.566666667,30
Draven,Illaoi,0.5,30
Kennen,Rakan,0.533333333,30
Elise,Ziggs,0.36666666700000006,30
Veigar,Vel'Koz,0.5,30
Janna,Ekko,0.5,30
Zed,Nami,0.433333333,30
Singed,Kennen,0.566666667,30
Annie,Jhin,0.46666666700000003,30
Swain,Rek'Sai,0.6,30
Singed,Caitlyn,0.666666667,30
Anivia,Bard,0.5,30
Fiora,Lulu,0.566666667,30
Annie,Zoe,0.46666666700000003,30
Elise,Ahri,0.5,30
Tahm Kench,Azir,0.46666666700000003,30
Gangplank,Swain,0.566666667,30
Sejuani,Aurelion Sol,0.566666667,30
Rumble,Yorick,0.5,30
Zilean,Ziggs,0.533333333,30
Leona,Ziggs,0.566666667,30
Veigar,Fiora,0.333333333,30
Morgana,Azir,0.333333333,30
Fiora,Ivern,0.36666666700000006,30
Corki,Jarvan IV,0.6,30
Corki,Trundle,0.46666666700000003,30
Zyra,Rakan,0.4,30
Fiora,Zoe,0.5,30
LeBlanc,Illaoi,0.4,30
Sona,Veigar,0.4,30
LeBlanc,Brand,0.36666666700000006,30
Orianna,Kennen,0.433333333,30
Draven,Quinn,0.533333333,30
Ezreal,Azir,0.566666667,30
Orianna,Ivern,0.6,30
Zilean,Lux,0.5,30
Shen,Syndra,0.333333333,30
LeBlanc,Zoe,0.533333333,30
Katarina,Rumble,0.46666666700000003,30
Kassadin,Shen,0.433333333,30
Vel'Koz,Lucian,0.5,30
Yorick,Lux,0.6,30
Caitlyn,Braum,0.5,30
Yorick,Fizz,0.5,30
Urgot,Aurelion Sol,0.433333333,30
Taric,Blitzcrank,0.433333333,30
Vladimir,Quinn,0.2,30
Caitlyn,Jinx,0.36666666700000006,30
Ashe,Gangplank,0.5,30
Nautilus,Syndra,0.533333333,30
Xerath,Nautilus,0.433333333,30
Varus,Ivern,0.5,30
Katarina,Zyra,0.46666666700000003,30
Karma,Veigar,0.4,30
Varus,Kled,0.5,30
Katarina,Quinn,0.46666666700000003,30
Taric,Veigar,0.5,30
Twisted Fate,Ahri,0.46666666700000003,30
Heimerdinger,Ahri,0.533333333,30
Janna,Brand,0.566666667,30
Tristana,Azir,0.333333333,30
Twisted Fate,Illaoi,0.533333333,30
Kayle,Kennen,0.433333333,30
Singed,Syndra,0.433333333,30
Alistar,Cassiopeia,0.8,30
Vel'Koz,Jinx,0.46666666700000003,30
Nami,Ornn,0.5,30
Singed,Varus,0.6,30
Teemo,Viktor,0.6333333329999999,30
Anivia,Tahm Kench,0.433333333,30
Renekton,Kennen,0.36666666700000006,30
Malzahar,Tahm Kench,0.36666666700000006,30
Ashe,Rakan,0.36666666700000006,30
Mordekaiser,Azir,0.433333333,30
Ahri,Ivern,0.46666666700000003,30
Maokai,Viktor,0.6333333329999999,30
Aurelion Sol,Bard,0.6,30
Karma,Bard,0.517241379,29
Yorick,Quinn,0.5862068970000001,29
Anivia,Jhin,0.655172414,29
Anivia,Lux,0.310344828,29
Kalista,Rakan,0.551724138,29
Ivern,Kalista,0.517241379,29
Yorick,Lucian,0.482758621,29
Ryze,Zoe,0.482758621,29
Vladimir,Irelia,0.379310345,29
LeBlanc,Jinx,0.379310345,29
Ryze,Jayce,0.448275862,29
Shen,Aurelion Sol,0.551724138,29
Ezreal,Kalista,0.310344828,29
Taric,Fiora,0.413793103,29
Corki,Nocturne,0.517241379,29
Zyra,Vel'Koz,0.482758621,29
Kennen,Kled,0.655172414,29
Karthus,Syndra,0.517241379,29
Karthus,Janna,0.517241379,29
Alistar,Aurelion Sol,0.344827586,29
Lulu,Tahm Kench,0.448275862,29
Sivir,Karthus,0.482758621,29
Corki,Aatrox,0.482758621,29
Draven,Rakan,0.379310345,29
Draven,Nami,0.413793103,29
Sivir,Fizz,0.379310345,29
LeBlanc,Ornn,0.551724138,29
Corki,Akali,0.20689655199999998,29
Talon,Kalista,0.413793103,29
Shen,Jayce,0.482758621,29
Ashe,Rek'Sai,0.517241379,29
Soraka,Kog'Maw,0.655172414,29
Leona,Zoe,0.551724138,29
Fizz,Nami,0.551724138,29
Malzahar,Rek'Sai,0.5862068970000001,29
Orianna,Mordekaiser,0.379310345,29
Gangplank,Katarina,0.310344828,29
Soraka,Leona,0.379310345,29
Tristana,Kassadin,0.551724138,29
Twisted Fate,Heimerdinger,0.517241379,29
Urgot,Nami,0.5862068970000001,29
Leona,Azir,0.482758621,29
Morgana,Orianna,0.655172414,29
Elise,Jayce,0.551724138,29
Kassadin,Draven,0.517241379,29
Katarina,Bard,0.379310345,29
LeBlanc,Alistar,0.7241379309999999,29
Orianna,Fiora,0.551724138,29
Swain,Kog'Maw,0.655172414,29
Janna,Quinn,0.379310345,29
Tristana,Gnar,0.517241379,29
Gangplank,Azir,0.551724138,29
Blitzcrank,Nami,0.482758621,29
Blitzcrank,Vel'Koz,0.413793103,29
Janna,Zac,0.482758621,29
Blitzcrank,Syndra,0.413793103,29
Morgana,Kennen,0.482758621,29
Gangplank,Fiora,0.344827586,29
Sona,Zyra,0.7241379309999999,29
Leona,Fiora,0.482758621,29
Soraka,Tristana,0.689655172,29
Nami,Illaoi,0.571428571,28
Corki,Camille,0.39285714299999996,28
Aurelion Sol,Ivern,0.5,28
Caitlyn,Fiora,0.535714286,28
Caitlyn,Zyra,0.35714285700000004,28
Kennen,Leona,0.571428571,28
Annie,Heimerdinger,0.35714285700000004,28
Caitlyn,Lulu,0.571428571,28
Kassadin,Rumble,0.46428571399999996,28
Caitlyn,Malzahar,0.39285714299999996,28
Ashe,Swain,0.35714285700000004,28
Cassiopeia,Thresh,0.5,28
Tristana,Ahri,0.5,28
Twisted Fate,Elise,0.39285714299999996,28
Ivern,Xayah,0.46428571399999996,28
Heimerdinger,Xayah,0.46428571399999996,28
Karma,Zyra,0.321428571,28
Kayle,Varus,0.5,28
Varus,Lulu,0.5,28
Karma,Rek'Sai,0.5,28
Heimerdinger,Gnar,0.321428571,28
Kayle,Jayce,0.571428571,28
Karma,Kog'Maw,0.5,28
Janna,Skarner,0.428571429,28
Heimerdinger,Jayce,0.535714286,28
Annie,Morgana,0.571428571,28
Kassadin,Illaoi,0.46428571399999996,28
Katarina,Ziggs,0.25,28
Caitlyn,Bard,0.321428571,28
Tristana,Draven,0.321428571,28
Yorick,Ornn,0.642857143,28
Renekton,Syndra,0.607142857,28
Xerath,Sejuani,0.535714286,28
Jayce,Kled,0.571428571,28
Skarner,Nami,0.428571429,28
Viktor,Camille,0.428571429,28
Anivia,Ezreal,0.46428571399999996,28
Zilean,Karma,0.535714286,28
Swain,Azir,0.39285714299999996,28
Janna,Ivern,0.28571428600000004,28
Sona,Jayce,0.535714286,28
Orianna,Tahm Kench,0.571428571,28
Swain,Heimerdinger,0.428571429,28
Ryze,Rakan,0.535714286,28
Mordekaiser,Aurelion Sol,0.5,28
Janna,Bard,0.321428571,28
Corki,Sejuani,0.428571429,28
Morgana,Braum,0.35714285700000004,28
Rumble,Kalista,0.46428571399999996,28
LeBlanc,Elise,0.642857143,28
Veigar,Yorick,0.607142857,28
Sona,Rek'Sai,0.428571429,28
Gangplank,Kennen,0.428571429,28
Orianna,Heimerdinger,0.535714286,28
Kennen,Lucian,0.571428571,28
Sona,Kled,0.535714286,28
Olaf,Xerath,0.46428571399999996,28
Vladimir,Renekton,0.607142857,28
Malzahar,Kog'Maw,0.607142857,28
Gangplank,Gnar,0.39285714299999996,28
Ahri,Rek'Sai,0.39285714299999996,28
Ryze,Zyra,0.642857143,28
Zilean,Veigar,0.28571428600000004,28
Soraka,Lux,0.535714286,28
Ryze,Ziggs,0.7142857140000001,28
Sejuani,Lissandra,0.5,28
Lux,Aurelion Sol,0.321428571,28
Lissandra,Jhin,0.5555555560000001,27
Twisted Fate,Rek'Sai,0.518518519,27
Zilean,Kog'Maw,0.62962963,27
LeBlanc,Kled,0.5555555560000001,27
Syndra,Jhin,0.444444444,27
Vladimir,Ornn,0.518518519,27
Tahm Kench,Nami,0.518518519,27
Morgana,Vel'Koz,0.40740740700000005,27
LeBlanc,Shen,0.592592593,27
Tristana,Rek'Sai,0.481481481,27
Sivir,Ornn,0.444444444,27
Quinn,Nami,0.518518519,27
Tristana,Nami,0.62962963,27
Urgot,LeBlanc,0.333333333,27
Anivia,Rumble,0.40740740700000005,27
Ryze,Kennen,0.5555555560000001,27
LeBlanc,Morgana,0.333333333,27
Jayce,Bard,0.40740740700000005,27
Karthus,Nami,0.62962963,27
Ryze,Kog'Maw,0.62962963,27
Urgot,Jayce,0.481481481,27
Nautilus,Nami,0.444444444,27
Vel'Koz,Taliyah,0.296296296,27
Alistar,Gnar,0.296296296,27
Soraka,Shen,0.40740740700000005,27
Azir,Illaoi,0.481481481,27
Ashe,Malzahar,0.518518519,27
Annie,Gnar,0.666666667,27
Annie,Gangplank,0.40740740700000005,27
Singed,Katarina,0.666666667,27
Urgot,Kalista,0.62962963,27
Tristana,Caitlyn,0.40740740700000005,27
Aurelion Sol,Zoe,0.444444444,27
Syndra,Ekko,0.592592593,27
Alistar,Soraka,0.518518519,27
Singed,Anivia,0.666666667,27
Tristana,Orianna,0.5555555560000001,27
Soraka,Heimerdinger,0.40740740700000005,27
Ryze,Katarina,0.518518519,27
Alistar,Sivir,0.481481481,27
Zyra,Gnar,0.481481481,27
Kayle,Kalista,0.481481481,27
Zilean,Kennen,0.62962963,27
Zilean,Kled,0.518518519,27
Rumble,Vel'Koz,0.444444444,27
Ezreal,Xerath,0.444444444,27
Kassadin,Swain,0.5555555560000001,27
Trundle,Viktor,0.592592593,27
Gangplank,Malzahar,0.62962963,27
Veigar,Aurelion Sol,0.5555555560000001,27
Elise,Yorick,0.444444444,27
Katarina,Leona,0.444444444,27
Kog'Maw,Zyra,0.62962963,27
Katarina,Heimerdinger,0.444444444,27
Leona,Nami,0.592592593,27
Veigar,Malzahar,0.40740740700000005,27
Mordekaiser,Malzahar,0.518518519,27
Kassadin,Jinx,0.62962963,27
Kog'Maw,Kled,0.703703704,27
Rumble,Azir,0.481481481,27
Veigar,Orianna,0.444444444,27
Shen,Vel'Koz,0.37037037,27
Elise,Varus,0.444444444,27
Corki,Rumble,0.444444444,27
Janna,Blitzcrank,0.37037037,27
Rumble,Aurelion Sol,0.25925925899999996,27
Nasus,Xerath,0.5555555560000001,27
Talon,Jayce,0.444444444,27
Janna,Lulu,0.444444444,27
Swain,Draven,0.5555555560000001,27
Vayne,Xerath,0.481481481,27
Annie,Yorick,0.576923077,26
Fizz,Aurelion Sol,0.423076923,26
Syndra,Illaoi,0.576923077,26
Syndra,Thresh,0.384615385,26
Zoe,Rakan,0.346153846,26
Leona,Ahri,0.46153846200000004,26
Elise,Vel'Koz,0.615384615,26
Twitch,Corki,0.423076923,26
Taric,Caitlyn,0.615384615,26
Corki,Volibear,0.576923077,26
Karthus,Cassiopeia,0.423076923,26
Ahri,Xayah,0.423076923,26
Annie,Bard,0.346153846,26
Swain,Rakan,0.576923077,26
Kayle,Caitlyn,0.384615385,26
Annie,Tahm Kench,0.46153846200000004,26
Vladimir,Lucian,0.5,26
Karma,Ivern,0.346153846,26
Karma,Tahm Kench,0.423076923,26
Shen,Lulu,0.423076923,26
Yorick,Thresh,0.46153846200000004,26
Corki,Nidalee,0.346153846,26
Nidalee,Viktor,0.538461538,26
Taric,Ziggs,0.538461538,26
Fiora,Rakan,0.653846154,26
Singed,Braum,0.46153846200000004,26
Sivir,Bard,0.538461538,26
Cassiopeia,Lux,0.653846154,26
Caitlyn,Kled,0.23076923100000002,26
Ahri,Zoe,0.5,26
Urgot,Vel'Koz,0.615384615,26
Soraka,Nautilus,0.5,26
Xerath,Zac,0.46153846200000004,26
Swain,Malzahar,0.5,26
Anivia,Heimerdinger,0.5,26
Nocturne,Viktor,0.576923077,26
Kayle,Nami,0.384615385,26
Urgot,Anivia,0.615384615,26
Twisted Fate,Gnar,0.384615385,26
Jayce,Quinn,0.692307692,26
Veigar,Lulu,0.46153846200000004,26
Janna,Renekton,0.615384615,26
Ryze,Yorick,0.5,26
Azir,Ivern,0.346153846,26
Xerath,Lucian,0.615384615,26
Cassiopeia,Jhin,0.423076923,26
Twisted Fate,Lulu,0.423076923,26
Sivir,Blitzcrank,0.46153846200000004,26
Karma,Caitlyn,0.423076923,26
Karma,Blitzcrank,0.384615385,26
Sejuani,Syndra,0.615384615,26
Sona,Ivern,0.5,26
Ashe,Janna,0.5,26
Tristana,Kog'Maw,0.538461538,26
Katarina,Zoe,0.44,25
Malzahar,Zoe,0.56,25
Orianna,Bard,0.52,25
Aurelion Sol,Jinx,0.52,25
Brand,Viktor,0.44,25
Braum,Kled,0.4,25
Ashe,Anivia,0.56,25
Olaf,Lissandra,0.36,25
Ashe,Fiora,0.44,25
Swain,Xayah,0.56,25
Malzahar,Ivern,0.44,25
Kassadin,Kled,0.64,25
Gnar,Rakan,0.44,25
Tristana,Janna,0.4,25
Ziggs,Xayah,0.52,25
Olaf,Janna,0.44,25
Taric,Ahri,0.56,25
Sivir,Illaoi,0.4,25
Caitlyn,Heimerdinger,0.32,25
Galio,Lissandra,0.4,25
Zoe,Xayah,0.48,25
Leona,Ivern,0.44,25
Fizz,Vel'Koz,0.52,25
Taric,Rek'Sai,0.44,25
Zilean,Gangplank,0.56,25
Veigar,Varus,0.36,25
Sona,Draven,0.36,25
Zilean,Elise,0.64,25
Katarina,Rek'Sai,0.6,25
Renekton,Nami,0.52,25
Fizz,Viktor,0.48,25
Viktor,Ekko,0.36,25
Miss Fortune,Aurelion Sol,0.28,25
Swain,Yorick,0.4,25
Galio,Anivia,0.48,25
LeBlanc,Heimerdinger,0.4,25
Viktor,Diana,0.52,25
Galio,Nami,0.56,25
Blitzcrank,Cassiopeia,0.44,25
Sona,Orianna,0.32,25
Karthus,Aurelion Sol,0.44,25
Vladimir,Jinx,0.4,25
Talon,Syndra,0.52,25
Yorick,Jinx,0.6,25
Caitlyn,Rakan,0.6,25
Azir,Rek'Sai,0.64,25
Sivir,Veigar,0.44,25
Sivir,Nasus,0.36,25
Ryze,Fiora,0.72,25
Taliyah,Kalista,0.44,25
Lissandra,Lucian,0.32,25
Lissandra,Ornn,0.32,25
Sivir,Shen,0.28,25
Sivir,Lux,0.32,25
Karma,Draven,0.4,25
Alistar,Yorick,0.52,25
Vladimir,Illaoi,0.48,25
Xerath,Ornn,0.64,25
Ryze,Heimerdinger,0.56,25
Heimerdinger,Rek'Sai,0.4,25
Ryze,Leona,0.56,25
Lulu,Gnar,0.48,25
Shen,Xerath,0.375,24
Veigar,Katarina,0.333333333,24
Kog'Maw,Nami,0.45833333299999995,24
Kog'Maw,Rek'Sai,0.541666667,24
Ryze,Anivia,0.541666667,24
Soraka,Kennen,0.45833333299999995,24
Alistar,Syndra,0.5,24
Corki,Nautilus,0.541666667,24
Swain,Gnar,0.708333333,24
Kayle,Aurelion Sol,0.45833333299999995,24
Talon,Xerath,0.541666667,24
Ashe,Katarina,0.625,24
Karma,Fiora,0.625,24
Soraka,Rumble,0.5,24
Tristana,Kennen,0.5,24
Zilean,Taric,0.75,24
Kayle,Ahri,0.541666667,24
Lissandra,Illaoi,0.375,24
Soraka,Draven,0.583333333,24
LeBlanc,Mordekaiser,0.375,24
Jayce,Tahm Kench,0.5,24
Ashe,Xayah,0.375,24
Anivia,Blitzcrank,0.333333333,24
Miss Fortune,Kalista,0.333333333,24
Heimerdinger,Lulu,0.625,24
Ryze,Ahri,0.41666666700000005,24
Alistar,Karma,0.45833333299999995,24
Twisted Fate,Taric,0.625,24
Twisted Fate,Ashe,0.25,24
Caitlyn,Rek'Sai,0.45833333299999995,24
Talon,Nami,0.333333333,24
Zoe,Gnar,0.541666667,24
Anivia,Mordekaiser,0.5,24
Soraka,Rakan,0.583333333,24
Blitzcrank,Aurelion Sol,0.41666666700000005,24
Kog'Maw,Gnar,0.5,24
Jayce,Ivern,0.41666666700000005,24
Gangplank,Taric,0.41666666700000005,24
Quinn,Xayah,0.41666666700000005,24
Leona,Vel'Koz,0.625,24
Orianna,Rek'Sai,0.41666666700000005,24
Syndra,Ivern,0.41666666700000005,24
Gangplank,Xayah,0.291666667,24
Yorick,Shen,0.541666667,24
Ziggs,Rek'Sai,0.41666666700000005,24
Lulu,Nami,0.5,24
Aurelion Sol,Lucian,0.375,24
Ziggs,Tahm Kench,0.45833333299999995,24
Leona,Jayce,0.5,24
Shen,Azir,0.5,24
Caitlyn,Zoe,0.41666666700000005,24
Kayle,Anivia,0.791666667,24
Zilean,Gnar,0.5,24
Annie,Rek'Sai,0.583333333,24
Gangplank,Aurelion Sol,0.541666667,24
Sona,Janna,0.41666666700000005,24
Kled,Rek'Sai,0.541666667,24
Kled,Kalista,0.541666667,24
Lux,Kalista,0.41666666700000005,24
Quinn,Kalista,0.5,24
Fiddlesticks,Viktor,0.583333333,24
Fiora,Tahm Kench,0.41666666700000005,24
Miss Fortune,Xerath,0.45833333299999995,24
Ahri,Zyra,0.5,24
Katarina,Kennen,0.375,24
Leona,Syndra,0.45833333299999995,24
Cassiopeia,Ezreal,0.45833333299999995,24
Nautilus,Viktor,0.608695652,23
Kassadin,Heimerdinger,0.52173913,23
Tristana,Vel'Koz,0.304347826,23
Sona,Caitlyn,0.47826087,23
Ashe,Karma,0.47826087,23
Varus,Draven,0.434782609,23
Xerath,Jinx,0.52173913,23
Ryze,Orianna,0.52173913,23
Janna,Nautilus,0.565217391,23
Yorick,Zoe,0.565217391,23
Tristana,Fiora,0.52173913,23
Alistar,Jayce,0.565217391,23
LeBlanc,Kayle,0.565217391,23
Heimerdinger,Kennen,0.6521739129999999,23
Bard,Xayah,0.347826087,23
Twisted Fate,Zyra,0.347826087,23
Corki,Taliyah,0.39130434799999997,23
Ryze,Malzahar,0.434782609,23
Ashe,Gnar,0.434782609,23
Annie,Rakan,0.47826087,23
Anivia,Lucian,0.47826087,23
LeBlanc,Tristana,0.39130434799999997,23
Sona,Gangplank,0.52173913,23
Ashe,Zilean,0.47826087,23
Kassadin,Leona,0.565217391,23
Karma,Rakan,0.304347826,23
Malzahar,Gnar,0.434782609,23
Syndra,Ornn,0.608695652,23
Ahri,Rakan,0.39130434799999997,23
LeBlanc,Katarina,0.347826087,23
Braum,Rek'Sai,0.52173913,23
Yorick,Ahri,0.47826087,23
Kassadin,Veigar,0.52173913,23
Corki,Fizz,0.434782609,23
Vladimir,Sejuani,0.52173913,23
Galio,Vladimir,0.47826087,23
Urgot,Xerath,0.565217391,23
Annie,Elise,0.608695652,23
Veigar,Swain,0.52173913,23
Lulu,Xayah,0.6521739129999999,23
Leona,Lulu,0.7826086959999999,23
Rumble,Nami,0.47826087,23
Miss Fortune,Syndra,0.434782609,23
Sivir,Leona,0.47826087,23
Ahri,Gnar,0.434782609,23
Gangplank,Kog'Maw,0.47826087,23
Elise,Kalista,0.434782609,23
Evelynn,Corki,0.304347826,23
Mordekaiser,Lissandra,0.39130434799999997,23
Galio,Xerath,0.47826087,23
Fizz,Syndra,0.52173913,23
Vel'Koz,Bard,0.434782609,23
Fiora,Braum,0.434782609,23
Mordekaiser,Syndra,0.565217391,23
Taric,Gnar,0.739130435,23
Aurelion Sol,Illaoi,0.47826087,23
Lulu,Kalista,0.52173913,23
Ezreal,Aurelion Sol,0.434782609,23
Zilean,Zoe,0.434782609,23
LeBlanc,Lux,0.52173913,23
Kog'Maw,Fiora,0.434782609,23
