champ1,champ2,winrate,n_games
Urgot,Malphite,0.514403292,243
Shaco,Lux,0.534979424,243
Maokai,Quinn,0.5555555560000001,243
Braum,Kindred,0.50617284,243
Wukong,Tahm Kench,0.444444444,243
Teemo,Mordekaiser,0.432098765,243
Xin Zhao,Zyra,0.530864198,243
Fiddlesticks,Lucian,0.5555555560000001,243
Tristana,Wukong,0.432098765,243
Trundle,Skarner,0.518518519,243
Fiddlesticks,Quinn,0.49382716,243
Tryndamere,Skarner,0.477366255,243
Amumu,Draven,0.5267489710000001,243
Amumu,Swain,0.58436214,243
Graves,Varus,0.514403292,243
Evelynn,Illaoi,0.477366255,243
Elise,Garen,0.47933884299999996,242
Tryndamere,Talon,0.520661157,242
Singed,Akali,0.438016529,242
Amumu,Malzahar,0.561983471,242
Vayne,Diana,0.541322314,242
Miss Fortune,Rammus,0.49173553700000006,242
Wukong,Zoe,0.466942149,242
Brand,Lux,0.564315353,241
Mordekaiser,Kai'Sa,0.5311203320000001,241
Tryndamere,Mordekaiser,0.543568465,241
Trundle,Nautilus,0.518672199,241
Miss Fortune,Nocturne,0.42916666700000006,240
Xin Zhao,Shen,0.47083333299999997,240
Irelia,Trundle,0.47083333299999997,240
Malphite,Renekton,0.529166667,240
Ryze,Amumu,0.49166666700000006,240
Taric,Kai'Sa,0.6,240
Soraka,Lee Sin,0.5,240
Renekton,Diana,0.533333333,240
Kayn,Xayah,0.5,240
Shaco,Jhin,0.504166667,240
Olaf,Riven,0.45833333299999995,240
Cho'Gath,Elise,0.447698745,239
Darius,Camille,0.45606694600000003,239
Cho'Gath,Tahm Kench,0.539748954,239
Maokai,Illaoi,0.589958159,239
Udyr,Quinn,0.47280334700000004,239
Nasus,Diana,0.514644351,239
Blitzcrank,Poppy,0.485355649,239
Akali,Lucian,0.43514644399999997,239
Rammus,Talon,0.42677824299999995,239
Elise,Aatrox,0.476987448,239
Evelynn,Shen,0.451882845,239
Tristana,Yasuo,0.470588235,238
Warwick,Ashe,0.529411765,238
Brand,Zed,0.537815126,238
Gragas,Illaoi,0.512605042,238
Tryndamere,Thresh,0.508403361,238
Wukong,Rek'Sai,0.43697479,238
Zac,Jhin,0.516806723,238
Warwick,Zyra,0.508403361,238
Amumu,Rakan,0.558823529,238
Sion,Lux,0.56302521,238
Shaco,Renekton,0.449579832,238
Alistar,Vi,0.514767932,237
Shyvana,Zed,0.47257384,237
Urgot,Shaco,0.481012658,237
Veigar,Kindred,0.49367088600000003,237
Cho'Gath,Shen,0.5189873420000001,237
Shaco,Ivern,0.421940928,237
Mordekaiser,Riven,0.52742616,237
Rengar,Fiora,0.481012658,237
Rumble,Aatrox,0.53164557,237
Udyr,Ivern,0.447257384,237
Amumu,Ahri,0.5847457629999999,236
Sona,Rengar,0.550847458,236
Teemo,Heimerdinger,0.427966102,236
Volibear,Ornn,0.525423729,236
Nocturne,Nasus,0.46186440700000003,236
Nocturne,Rumble,0.49576271200000005,236
Shen,Vi,0.470338983,236
Vi,Bard,0.44915254200000004,236
Kha'Zix,Kled,0.508474576,236
Miss Fortune,Diana,0.504237288,236
Amumu,Xayah,0.546610169,236
Miss Fortune,Zac,0.504237288,236
Amumu,Caitlyn,0.5720338979999999,236
Karthus,Diana,0.6085106379999999,235
Alistar,Aatrox,0.49787234,235
Rammus,Sejuani,0.480851064,235
Udyr,Jinx,0.45957446799999996,235
Rengar,Draven,0.493617021,235
Dr. Mundo,Tahm Kench,0.536170213,235
Twisted Fate,Kayn,0.455319149,235
Olaf,Brand,0.531914894,235
Fiddlesticks,Singed,0.5872340429999999,235
Morgana,Twitch,0.506382979,235
Nocturne,Lux,0.480851064,235
Tryndamere,Morgana,0.570212766,235
Twitch,Shen,0.482905983,234
Kai'Sa,Jhin,0.5085470089999999,234
Veigar,Jarvan IV,0.495726496,234
Talon,Zac,0.44017094,234
Zilean,Kindred,0.491452991,234
Trundle,Mordekaiser,0.538461538,234
Nasus,Riven,0.41025641,234
Renekton,Nidalee,0.457264957,234
Trundle,Fizz,0.491452991,234
Sion,Vayne,0.60944206,233
Twisted Fate,Rengar,0.467811159,233
Mordekaiser,Shyvana,0.467811159,233
Zac,Zed,0.42918454899999997,233
Sion,Nasus,0.5407725320000001,233
Twitch,Zed,0.5278969960000001,233
Vi,Ivern,0.409482759,232
Renekton,Pantheon,0.465517241,232
Warwick,Ziggs,0.5775862070000001,232
Fiddlesticks,Shen,0.5387931029999999,232
Riven,Lucian,0.5862068970000001,232
Sion,Thresh,0.5775862070000001,232
Miss Fortune,Brand,0.573275862,232
Blitzcrank,Brand,0.599137931,232
Alistar,Hecarim,0.510822511,231
Gragas,Ivern,0.463203463,231
Maokai,Zyra,0.515151515,231
Miss Fortune,Riven,0.519480519,231
Nasus,Ekko,0.454545455,231
Jarvan IV,Ornn,0.497835498,231
Urgot,Maokai,0.558441558,231
Rammus,Irelia,0.5,230
Teemo,Morgana,0.46956521700000003,230
Twitch,Blitzcrank,0.46521739100000004,230
Maokai,Rumble,0.530434783,230
Shaco,Jinx,0.539130435,230
Trundle,Vayne,0.530434783,230
Ezreal,Ekko,0.482608696,230
Xin Zhao,Bard,0.46521739100000004,230
Volibear,Camille,0.46956521700000003,230
Skarner,Ekko,0.486956522,230
Rengar,Gnar,0.502183406,229
Blitzcrank,Aatrox,0.5240174670000001,229
Trundle,Lux,0.462882096,229
Xin Zhao,Veigar,0.563318777,229
Twitch,Fizz,0.497816594,229
Renekton,Aatrox,0.454148472,229
Twitch,Renekton,0.537117904,229
Vayne,Ekko,0.541484716,229
Kayle,Aatrox,0.519650655,229
Sona,Wukong,0.528384279,229
Ryze,Wukong,0.51754386,228
Urgot,Jarvan IV,0.535087719,228
Kindred,Rakan,0.478070175,228
Sion,Mordekaiser,0.543859649,228
Amumu,Fiora,0.526315789,228
Teemo,Veigar,0.478070175,228
Wukong,Rakan,0.478070175,228
Kha'Zix,Tahm Kench,0.41666666700000005,228
Rammus,Jinx,0.596491228,228
Ezreal,Riven,0.46929824600000003,228
Kayle,Akali,0.407894737,228
Annie,Rengar,0.46929824600000003,228
Alistar,Jarvan IV,0.535087719,228
Skarner,Zac,0.5154185020000001,227
Galio,Nidalee,0.502202643,227
Warwick,Leona,0.511013216,227
Tristana,Kha'Zix,0.49339207,227
Rakan,Pyke,0.444933921,227
Fiddlesticks,Morgana,0.524229075,227
Lucian,Ekko,0.49779735700000005,227
Kha'Zix,Zoe,0.427312775,227
Nasus,Pantheon,0.48458149799999994,227
Irelia,Volibear,0.5374449339999999,227
Akali,Jinx,0.343612335,227
Tristana,Garen,0.49779735700000005,227
Brand,Thresh,0.599118943,227
Alistar,Teemo,0.528634361,227
Dr. Mundo,Bard,0.45374449299999997,227
Miss Fortune,Volibear,0.563876652,227
Xin Zhao,Heimerdinger,0.486725664,226
Vladimir,Master Yi,0.548672566,226
Dr. Mundo,Illaoi,0.508849558,226
Singed,Maokai,0.5796460179999999,226
Rammus,Quinn,0.46017699100000004,226
Master Yi,Sivir,0.5044247789999999,226
Jax,Azir,0.517699115,226
Jhin,Ekko,0.568888889,225
Blitzcrank,Pantheon,0.36,225
Maokai,Skarner,0.5644444439999999,225
Zyra,Pyke,0.502222222,225
Malphite,Heimerdinger,0.488888889,225
Yasuo,Kalista,0.502222222,225
Talon,Ekko,0.477678571,224
Nidalee,Talon,0.526785714,224
Shaco,Quinn,0.40178571399999996,224
Kayle,Kai'Sa,0.584821429,224
Ahri,Kha'Zix,0.526785714,224
Hecarim,Illaoi,0.511210762,223
Rammus,Ezreal,0.461883408,223
Kai'Sa,Lucian,0.547085202,223
Twitch,Talon,0.461883408,223
Maokai,Thresh,0.560538117,223
Dr. Mundo,Elise,0.582959641,223
Tristana,Maokai,0.627802691,223
Poppy,Shen,0.5381165920000001,223
Mordekaiser,Volibear,0.609865471,223
Galio,Darius,0.47533632299999995,223
Ryze,Kha'Zix,0.44394618799999996,223
Morgana,Akali,0.47982062799999997,223
Nocturne,Talon,0.48198198200000003,222
Caitlyn,Rengar,0.490990991,222
Kai'Sa,Tahm Kench,0.531531532,222
Jax,Kennen,0.495495495,222
Jax,Xayah,0.509009009,222
Riven,Shen,0.522522523,222
Teemo,Shen,0.47747747700000004,222
Sion,Singed,0.54954955,222
Fiddlesticks,Heimerdinger,0.418918919,222
Morgana,Nocturne,0.531531532,222
Garen,Shen,0.5,222
Lux,Volibear,0.522522523,222
Vayne,Nidalee,0.531531532,222
Diana,Jhin,0.518018018,222
Tryndamere,Blitzcrank,0.43891402700000004,221
Volibear,Jinx,0.50678733,221
Lee Sin,Nami,0.547511312,221
Warwick,Zoe,0.384615385,221
Tristana,Cho'Gath,0.50678733,221
Urgot,Vi,0.452488688,221
Karthus,Camille,0.583710407,221
Vayne,Volibear,0.5113122170000001,221
Maokai,Renekton,0.547511312,221
Sejuani,Taliyah,0.5113122170000001,221
Vayne,Darius,0.570135747,221
Veigar,Gragas,0.529411765,221
Miss Fortune,Trundle,0.502262443,221
Aatrox,Ornn,0.47511312200000005,221
Brand,Talon,0.504545455,220
Kayle,Twitch,0.559090909,220
Veigar,Vi,0.513636364,220
Graves,Kalista,0.590909091,220
Swain,Pyke,0.459090909,220
Tryndamere,Singed,0.454545455,220
Singed,Shyvana,0.522727273,220
Malzahar,Kha'Zix,0.504545455,220
Nunu,Nami,0.456621005,219
Udyr,Talon,0.465753425,219
Nocturne,Ezreal,0.502283105,219
Yasuo,Kled,0.525114155,219
Cho'Gath,Heimerdinger,0.520547945,219
Zyra,Kindred,0.525114155,219
Urgot,Diana,0.525114155,219
Renekton,Hecarim,0.474885845,219
Morgana,Shyvana,0.534246575,219
Yasuo,Nami,0.536697248,218
Karthus,Irelia,0.54587156,218
Brand,Vayne,0.5596330279999999,218
Pantheon,Shen,0.46330275200000004,218
Renekton,Brand,0.532110092,218
Brand,Ornn,0.6009174310000001,218
Tryndamere,Rumble,0.54587156,218
Garen,Bard,0.518348624,218
Rammus,Fizz,0.48623853200000006,218
Shyvana,Jhin,0.48623853200000006,218
Trundle,Rumble,0.5596330279999999,218
Sion,Rumble,0.576036866,217
Elise,Volibear,0.552995392,217
Talon,Darius,0.493087558,217
Malzahar,Kindred,0.49769585299999997,217
Soraka,Jax,0.580645161,217
Mordekaiser,Darius,0.488479263,217
Swain,Wukong,0.529953917,217
Nasus,Darius,0.442396313,217
Miss Fortune,Nautilus,0.525345622,217
Morgana,Volibear,0.511520737,217
Jax,Varus,0.599078341,217
Karthus,Nidalee,0.585253456,217
Twitch,Ornn,0.5668202760000001,217
Talon,Shyvana,0.488479263,217
Poppy,Illaoi,0.560185185,216
Rengar,Xayah,0.49537037,216
Katarina,Yasuo,0.46296296299999995,216
Sion,Ezreal,0.5462962960000001,216
Brand,Jhin,0.62037037,216
Yasuo,Braum,0.49537037,216
Diana,Lucian,0.5694444439999999,216
Nidalee,Jhin,0.472222222,216
Olaf,Darius,0.444444444,216
Leona,Pyke,0.537037037,216
Wukong,Kled,0.472222222,216
Tryndamere,Renekton,0.46296296299999995,216
Brand,Lucian,0.574074074,216
Gangplank,Gragas,0.572093023,215
Volibear,Lucian,0.590697674,215
Miss Fortune,Ekko,0.530232558,215
Blitzcrank,Shyvana,0.446511628,215
Nocturne,Ivern,0.395348837,215
Kayle,Shyvana,0.525581395,215
Blitzcrank,Riven,0.48372093,215
Rumble,Shyvana,0.48372093,215
Cho'Gath,Ivern,0.48372093,215
Irelia,Talon,0.46976744200000004,215
Renekton,Ekko,0.53271028,214
Tryndamere,Jhin,0.509345794,214
Malphite,Elise,0.47196261700000003,214
Anivia,Poppy,0.621495327,214
Garen,Zyra,0.598130841,214
Teemo,Cassiopeia,0.551401869,214
Dr. Mundo,Heimerdinger,0.537383178,214
Vayne,Zac,0.546728972,214
Fiddlesticks,Ivern,0.47196261700000003,214
Skarner,Camille,0.434579439,214
Wukong,Ahri,0.518691589,214
Amumu,Taric,0.579439252,214
Jax,Nami,0.593457944,214
Sion,Veigar,0.582159624,213
Fizz,Diana,0.525821596,213
Ezreal,Kai'Sa,0.497652582,213
Sion,Skarner,0.55399061,213
Urgot,Aatrox,0.417840376,213
Darius,Zed,0.417840376,213
Shaco,Lucian,0.46478873200000004,213
Alistar,Nocturne,0.497652582,213
Rengar,Braum,0.54245283,212
Maokai,Elise,0.54245283,212
Fizz,Zed,0.476415094,212
Tryndamere,Vayne,0.528301887,212
Ashe,Garen,0.533018868,212
Karma,Hecarim,0.438679245,212
Darius,Jhin,0.476415094,212
Jax,Vel'Koz,0.514150943,212
Malphite,Zyra,0.5471698110000001,212
Fiddlesticks,Kled,0.45754717,212
Olaf,Sion,0.5165876779999999,211
Riven,Jinx,0.492890995,211
Rammus,Jhin,0.5023696679999999,211
Kai'Sa,Illaoi,0.497630332,211
Miss Fortune,Kai'Sa,0.45971564,211
Kha'Zix,Rakan,0.402843602,211
Vi,Illaoi,0.5450236970000001,211
Annie,Kayn,0.48815165899999996,211
Pantheon,Mordekaiser,0.526066351,211
Alistar,Garen,0.559241706,211
Vayne,Nautilus,0.592417062,211
Cho'Gath,Kled,0.55450237,211
Ezreal,Zac,0.45971564,211
Kayle,Darius,0.580952381,210
Wukong,Ziggs,0.523809524,210
Irelia,Nautilus,0.50952381,210
Kayle,Shaco,0.514285714,210
Udyr,Bard,0.533333333,210
Ezreal,Volibear,0.519047619,210
Dr. Mundo,Shen,0.533333333,210
Master Yi,Syndra,0.5380952379999999,210
Shyvana,Thresh,0.47619047600000003,210
Tryndamere,Ezreal,0.495238095,210
Nidalee,Lucian,0.46411483299999995,209
Zac,Jinx,0.5215310999999999,209
Volibear,Zed,0.516746411,209
Fiora,Kayn,0.401913876,209
Cho'Gath,Bard,0.47846890000000003,209
Rammus,Nasus,0.44976076600000003,209
Udyr,Lucian,0.550239234,209
Master Yi,Xerath,0.47846890000000003,209
Jarvan IV,Heimerdinger,0.5311004779999999,209
Rammus,Nautilus,0.483253589,209
Nidalee,Ezreal,0.44976076600000003,209
Katarina,Akali,0.377990431,209
Jax,Aurelion Sol,0.5215310999999999,209
Sion,Blitzcrank,0.46411483299999995,209
Jax,Jayce,0.485576923,208
Vayne,Pantheon,0.519230769,208
Poppy,Zyra,0.509615385,208
Renekton,Darius,0.5,208
Zilean,Udyr,0.548076923,208
Gragas,Kled,0.514423077,208
Alistar,Akali,0.403846154,208
Karthus,Nasus,0.552884615,208
Fizz,Zac,0.43269230799999997,208
Twisted Fate,Amumu,0.509615385,208
Caitlyn,Kayn,0.47826087,207
Galio,Karthus,0.579710145,207
Gragas,Rek'Sai,0.516908213,207
Teemo,Ivern,0.347826087,207
Darius,Thresh,0.541062802,207
Graves,Syndra,0.5072463770000001,207
Hecarim,Ornn,0.444444444,207
Yasuo,Azir,0.47342995200000004,207
Pantheon,Talon,0.487922705,207
Trundle,Nasus,0.458937198,207
Morgana,Darius,0.502415459,207
Nautilus,Jinx,0.52173913,207
Diana,Illaoi,0.492753623,207
Vladimir,Nunu,0.439613527,207
Jinx,Aatrox,0.524271845,206
Morgana,Brand,0.54368932,206
Wukong,Malzahar,0.504854369,206
Xin Zhao,Taric,0.59223301,206
Kayle,Riven,0.558252427,206
Zyra,Vi,0.587378641,206
Akali,Ivern,0.368932039,206
Warwick,Gangplank,0.529126214,206
Karthus,Nautilus,0.567961165,206
Vladimir,Graves,0.538834951,206
Shyvana,Lucian,0.475728155,206
Rammus,Shen,0.463414634,205
Xin Zhao,Lulu,0.443902439,205
LeBlanc,Jax,0.517073171,205
Poppy,Kled,0.565853659,205
Gangplank,Yasuo,0.463414634,205
Trundle,Ezreal,0.497560976,205
Tristana,Jarvan IV,0.526829268,205
Amumu,Varus,0.487804878,205
Singed,Brand,0.585365854,205
Fizz,Volibear,0.48039215700000004,204
Anivia,Lee Sin,0.5049019610000001,204
Heimerdinger,Gragas,0.446078431,204
Sion,Talon,0.5490196079999999,204
Karma,Wukong,0.514705882,204
Teemo,Tristana,0.40196078399999996,204
Jarvan IV,Bard,0.441176471,204
Udyr,Illaoi,0.532019704,203
Gnar,Yasuo,0.43349753700000004,203
Ashe,Malphite,0.384236453,203
Kai'Sa,Rakan,0.522167488,203
Renekton,Shyvana,0.5073891629999999,203
Shen,Hecarim,0.517241379,203
Garen,Tahm Kench,0.443349754,203
Rammus,Zed,0.482758621,203
Ryze,Yasuo,0.487684729,203
Kassadin,Rengar,0.472906404,203
Nocturne,Vayne,0.492610837,203
Aatrox,Ivern,0.47783251200000004,203
Olaf,Karthus,0.536945813,203
Zilean,Garen,0.5812807879999999,203
Singed,Riven,0.615763547,203
Veigar,Maokai,0.527093596,203
Kai'Sa,Jinx,0.5,202
Kayle,Sion,0.5792079210000001,202
Kassadin,Kayn,0.49009901,202
Fiddlesticks,Tahm Kench,0.435643564,202
Amumu,Gnar,0.52970297,202
Galio,Trundle,0.564356436,202
Tristana,Dr. Mundo,0.559405941,202
Evelynn,Jinx,0.50990099,202
Fizz,Darius,0.47029703,202
Aatrox,Bard,0.47029703,202
Morgana,Shaco,0.48019802,202
Quinn,Aatrox,0.371287129,202
Gangplank,Kha'Zix,0.482587065,201
Olaf,Nautilus,0.447761194,201
Kayle,Nocturne,0.542288557,201
Warwick,Malzahar,0.482587065,201
Blitzcrank,Mordekaiser,0.542288557,201
Irelia,Sejuani,0.447761194,201
Ziggs,Yasuo,0.467661692,201
Pantheon,Leona,0.467661692,201
Hecarim,Bard,0.40796019899999997,201
Blitzcrank,Volibear,0.427860697,201
LeBlanc,Rengar,0.338308458,201
Alistar,Udyr,0.537313433,201
Sion,Lucian,0.582089552,201
Nidalee,Shen,0.39,200
Jarvan IV,Shen,0.535,200
Nidalee,Fizz,0.445,200
Kennen,Kayn,0.46,200
Orianna,Kha'Zix,0.545,200
Irelia,Fizz,0.515,200
Zoe,Pyke,0.415,200
Nautilus,Zac,0.54,200
Twitch,Leona,0.535,200
Taric,Wukong,0.46,200
Fizz,Ekko,0.515,200
Maokai,Kled,0.54,200
Akali,Kled,0.365,200
Warwick,Tahm Kench,0.457286432,199
Lee Sin,Syndra,0.477386935,199
Malphite,Bard,0.48241206,199
Varus,Kayn,0.477386935,199
Blitzcrank,Maokai,0.442211055,199
Kennen,Rengar,0.51758794,199
Jarvan IV,Zyra,0.502512563,199
Xin Zhao,Tristana,0.47236180899999997,199
Miss Fortune,Pantheon,0.492462312,199
Twitch,Braum,0.537688442,199
Garen,Kled,0.48241206,199
Elise,Riven,0.522613065,199
Rengar,Azir,0.477386935,199
Nidalee,Lux,0.48241206,199
Twisted Fate,Wukong,0.502512563,199
Alistar,Brand,0.64321608,199
Heimerdinger,Poppy,0.522613065,199
Warwick,Taric,0.40404040399999996,198
Urgot,Kai'Sa,0.48989899,198
Mordekaiser,Nautilus,0.54040404,198
Rumble,Darius,0.545454545,198
Rek'Sai,Pyke,0.45959596,198
Sona,Kindred,0.545454545,198
Volibear,Jhin,0.505050505,198
Fiddlesticks,Tristana,0.515151515,198
Teemo,Bard,0.383838384,198
Sion,Zed,0.611111111,198
Dr. Mundo,Kled,0.535353535,198
Ezreal,Diana,0.578680203,197
Twitch,Elise,0.487309645,197
Zac,Lucian,0.48223350299999995,197
Kai'Sa,Ivern,0.538071066,197
Twitch,Lux,0.426395939,197
Malphite,Shen,0.502538071,197
Karthus,Skarner,0.593908629,197
Xin Zhao,Zoe,0.395939086,197
Garen,Leona,0.56122449,196
Garen,Ziggs,0.494897959,196
Nunu,Janna,0.408163265,196
Shyvana,Quinn,0.454081633,196
Trundle,Elise,0.5,196
Xin Zhao,Rakan,0.515306122,196
Elise,Kai'Sa,0.525510204,196
Riven,Ornn,0.525510204,196
Gangplank,Wukong,0.46428571399999996,196
Brand,Jinx,0.556122449,196
Jax,Anivia,0.5204081629999999,196
Jax,Kalista,0.48469387799999997,196
Urgot,Nidalee,0.5,196
Malphite,Rakan,0.44387755100000004,196
Nunu,Lissandra,0.433673469,196
Nocturne,Jhin,0.479591837,196
Nocturne,Thresh,0.43877551,196
Gangplank,Garen,0.46153846200000004,195
Galio,Irelia,0.492307692,195
Renekton,Volibear,0.47692307700000003,195
Teemo,Elise,0.47179487200000003,195
Pantheon,Ezreal,0.384615385,195
Rammus,Mordekaiser,0.558974359,195
Nocturne,Mordekaiser,0.456410256,195
Akali,Quinn,0.33846153799999995,195
Dr. Mundo,Kog'Maw,0.579487179,195
Ashe,Pyke,0.384615385,195
Rumble,Volibear,0.6,195
Irelia,Lux,0.46666666700000003,195
Quinn,Zac,0.487179487,195
Nidalee,Ornn,0.47938144299999996,194
Garen,Zoe,0.474226804,194
Sion,Jinx,0.56185567,194
Blitzcrank,Nocturne,0.432989691,194
Veigar,Riven,0.525773196,194
Hecarim,Ivern,0.489690722,194
Xin Zhao,Rek'Sai,0.396907216,194
Wukong,Kog'Maw,0.592783505,194
Nocturne,Quinn,0.417525773,194
Kayn,Azir,0.432989691,194
Diana,Quinn,0.432989691,194
Kayle,Zac,0.572164948,194
Trundle,Jhin,0.48704663200000003,193
Shyvana,Ivern,0.518134715,193
Jarvan IV,Ivern,0.481865285,193
Darius,Illaoi,0.549222798,193
Alistar,Riven,0.567708333,192
Pantheon,Zed,0.41145833299999995,192
Twitch,Vayne,0.47916666700000005,192
Veigar,Udyr,0.536458333,192
Blitzcrank,Diana,0.484375,192
Shaco,Bard,0.42708333299999995,192
Brand,Ezreal,0.583333333,192
Swain,Kha'Zix,0.505208333,192
Swain,Poppy,0.552083333,192
Olaf,Taliyah,0.541666667,192
Tryndamere,Elise,0.47916666700000005,192
Xin Zhao,Ashe,0.4375,192
Alistar,Tryndamere,0.557291667,192
Wukong,Lulu,0.44791666700000005,192
Ezreal,Darius,0.520833333,192
Rumble,Akali,0.4375,192
Urgot,Ekko,0.453125,192
Nasus,Zac,0.523560209,191
Darius,Jinx,0.528795812,191
Morgana,Evelynn,0.476439791,191
Cho'Gath,Zyra,0.602094241,191
Zoe,Kindred,0.476439791,191
Twitch,Ezreal,0.465968586,191
Malphite,Kled,0.528795812,191
Ashe,Kha'Zix,0.439790576,191
Kog'Maw,Lulu,0.602094241,191
Shyvana,Ornn,0.492146597,191
Jax,Yorick,0.494736842,190
Ashe,Maokai,0.42105263200000004,190
Xin Zhao,Ryze,0.452631579,190
Udyr,Shen,0.505263158,190
Xin Zhao,Leona,0.510526316,190
Poppy,Tahm Kench,0.44210526299999997,190
Elise,Shyvana,0.515789474,190
Evelynn,Rek'Sai,0.463157895,190
Nautilus,Camille,0.547368421,190
Ryze,Pyke,0.384210526,190
Urgot,Udyr,0.468421053,190
Rumble,Pantheon,0.552631579,190
Skarner,Darius,0.557894737,190
Twitch,Ivern,0.39473684200000003,190
Morgana,Zac,0.5291005289999999,189
Gangplank,Malphite,0.465608466,189
Cassiopeia,Graves,0.481481481,189
Poppy,Zoe,0.513227513,189
Ezreal,Sejuani,0.44973545,189
Brand,Illaoi,0.502645503,189
Alistar,Shaco,0.53968254,189
Evelynn,Rumble,0.523809524,189
Urgot,Sion,0.5555555560000001,189
Lux,Zac,0.53968254,189
Evelynn,Kled,0.457446809,188
Urgot,Hecarim,0.446808511,188
Udyr,Ornn,0.484042553,188
Warwick,Lulu,0.430851064,188
Veigar,Hecarim,0.489361702,188
LeBlanc,Kayn,0.47872340399999996,188
Kai'Sa,Bard,0.526595745,188
Pantheon,Lux,0.46808510600000003,188
Aatrox,Illaoi,0.457446809,188
Shen,Diana,0.484042553,188
Shyvana,Jinx,0.489361702,188
Soraka,Rengar,0.5,188
Orianna,Hecarim,0.47872340399999996,188
Twitch,Mordekaiser,0.553191489,188
Pantheon,Jhin,0.457446809,188
Brand,Rumble,0.577540107,187
Karma,Kindred,0.550802139,187
Gragas,Tahm Kench,0.43315508,187
Amumu,Azir,0.524064171,187
Ekko,Thresh,0.45989304799999997,187
Garen,Ivern,0.46524064200000004,187
Udyr,Lulu,0.577540107,187
Sion,Kled,0.550802139,187
Ashe,Wukong,0.470588235,187
Urgot,Brand,0.668449198,187
Fiddlesticks,Leona,0.529411765,187
Twitch,Rumble,0.5561497329999999,187
Vayne,Sejuani,0.529411765,187
Swain,Yasuo,0.50802139,187
Diana,Ornn,0.537634409,186
Tryndamere,Heimerdinger,0.413978495,186
Ziggs,Kindred,0.387096774,186
Tristana,Udyr,0.537634409,186
Trundle,Ornn,0.543010753,186
Kayle,Trundle,0.569892473,186
Twitch,Illaoi,0.543010753,186
Trundle,Lucian,0.48387096799999996,186
Warwick,Rakan,0.537634409,186
Alistar,Pantheon,0.545945946,185
Brand,Fizz,0.556756757,185
Sona,Udyr,0.556756757,185
Akali,Bard,0.35135135100000003,185
Warwick,Ahri,0.410810811,185
Xin Zhao,Tahm Kench,0.42162162200000003,185
Twitch,Taric,0.6,185
Diana,Jinx,0.556756757,185
Zyra,Aatrox,0.437837838,185
Ashe,Cho'Gath,0.448648649,185
Veigar,Aatrox,0.545945946,185
Lulu,Kha'Zix,0.454054054,185
Zyra,Kai'Sa,0.548913043,184
Rammus,Lucian,0.467391304,184
Alistar,Dr. Mundo,0.5978260870000001,184
Galio,Volibear,0.489130435,184
Katarina,Wukong,0.423913043,184
Riven,Illaoi,0.510869565,184
Heimerdinger,Aatrox,0.407608696,184
Tryndamere,Jinx,0.467391304,184
Heimerdinger,Vi,0.532608696,184
Amumu,Karma,0.52173913,184
Wukong,Kennen,0.532608696,184
Warwick,Swain,0.47826087,184
Blitzcrank,Nidalee,0.41304347799999996,184
Xin Zhao,Kled,0.434782609,184
