"","champ1","champ2","winrate","n_games"
"52561","Sion","Katarina",0.463157895,95
"6442","Sion","Kayle",0.579207921,202
"4941","Sion","Kayn",0.544815466,1138
"52801","Sion","Kennen",0.531914894,94
"885","Sion","Kha'Zix",0.5625,752
"8481","Sion","Kindred",0.506410256,780
"3413","Sion","Kled",0.550802139,187
"3739","Sion","Kog'Maw",0.574074074,162
"11592","Sion","LeBlanc",0.5,78
"353","Sion","Lee Sin",0.543723554,1418
"5439","Sion","Leona",0.528089888,89
"6979","Sion","Lissandra",0.5,50
"32441","Sion","Lucian",0.582089552,201
"47181","Sion","Lulu",0.51754386,114
"28461","Sion","Lux",0.56302521,238
"10811","Sion","Malphite",0.568075117,639
"47521","Sion","Malzahar",0.522123894,113
"1551","Sion","Maokai",0.618421053,456
"500","Sion","Master Yi",0.534463895,1828
"2687","Sion","Miss Fortune",0.549407115,253
"29361","Sion","Mordekaiser",0.543859649,228
"3525","Sion","Morgana",0.54494382,178
"68861","Sion","Nami",0.37254902,51
"28961","Sion","Nasus",0.540772532,233
"26681","Sion","Nautilus",0.5546875,256
"16701","Sion","Nidalee",0.539379475,419
"1957","Sion","Nocturne",0.432960894,358
"821","Sion","Nunu",0.520325203,3075
"6232","Sion","Olaf",0.516587678,211
"49301","Sion","Orianna",0.537735849,106
"22661","Sion","Ornn",0.516233766,308
"21141","Sion","Pantheon",0.550151976,329
"13841","Sion","Poppy",0.55019305,518
"9401","Sion","Pyke",0.506276151,717
"3759","Sion","Quinn",0.52173913,161
"52841","Sion","Rakan",0.542553191,94
"2139","Sion","Rammus",0.558282209,326
"5295","Sion","Rek'Sai",0.712765957,94
"37541","Sion","Renekton",0.51552795,161
"489","Sion","Rengar",0.550130776,1147
"17941","Sion","Riven",0.547314578,391
"30481","Sion","Rumble",0.576036866,217
"8556","Sion","Ryze",0.586466165,133
"26761","Sion","Sejuani",0.552941176,255
"14401","Sion","Shaco",0.556451613,496
"41501","Sion","Shen",0.571428571,140
"19961","Sion","Shyvana",0.524355301,349
"2999","Sion","Singed",0.54954955,222
"67621","Sion","Sivir",0.537037037,54
"31011","Sion","Skarner",0.55399061,213
"56541","Sion","Sona",0.597560976,82
"6851","Sion","Soraka",0.461538462,52
"46241","Sion","Swain",0.542372881,118
"6439","Sion","Syndra",0.590163934,61
"39321","Sion","Tahm Kench",0.490066225,151
"2371","Sion","Taliyah",0.570446735,291
"32001","Sion","Talon",0.549019608,204
"53941","Sion","Taric",0.544444444,90
"12301","Sion","Teemo",0.530120482,581
"2903","Sion","Thresh",0.577586207,232
"37001","Sion","Tristana",0.557575758,165
"2451","Sion","Trundle",0.542857143,280
"1813","Sion","Tryndamere",0.554404145,386
"10908","Sion","Twisted Fate",0.590909091,88
"14701","Sion","Twitch",0.578512397,484
"15011","Sion","Udyr",0.554852321,474
"6778","Sion","Urgot",0.555555556,189
"54921","Sion","Varus",0.551724138,87
"28921","Sion","Vayne",0.60944206,233
"30981","Sion","Veigar",0.582159624,213
"6487","Sion","Vel'Koz",0.533333333,60
"13461","Sion","Vi",0.534709193,533
"7509","Sion","Viktor",0.512820513,39
"13232","Sion","Vladimir",0.578947368,57
"21101","Sion","Volibear",0.584848485,330
"11301","Sion","Warwick",0.557350565,619
"9561","Sion","Wukong",0.570621469,708
"55611","Sion","Xayah",0.541176471,85
"6643","Sion","Xerath",0.678571429,56
"2620","Sion","Xin Zhao",0.500914077,547
"5741","Sion","Yasuo",0.574384236,1015
"6175","Sion","Yorick",0.558823529,68
"20321","Sion","Zac",0.463556851,343
"32841","Sion","Zed",0.611111111,198
"57561","Sion","Ziggs",0.481012658,79
"44961","Sion","Zilean",0.479674797,123
"46411","Sion","Zoe",0.435897436,117
"35101","Sion","Zyra",0.536312849,179
"7231","Sivir","Aatrox",0.6,45
"91211","Sivir","Ahri",0.733333333,15
"63841","Sivir","Akali",0.412698413,63
"16630","Sivir","Alistar",0.481481481,27
"4205","Sivir","Amumu",0.518248175,137
"98381","Sivir","Anivia",1,3
"19312","Sivir","Annie",0.375,8
"89181","Sivir","Ashe",0.5,18
"97381","Sivir","Aurelion Sol",0.5,6
"9187","Sivir","Azir",0.571428571,14
"8373","Sivir","Bard",0.538461538,26
"83941","Sivir","Blitzcrank",0.461538462,26
"63521","Sivir","Brand",0.619047619,63
"91901","Sivir","Braum",0.5,14
"96421","Sivir","Caitlyn",0.375,8
"80681","Sivir","Camille",0.483870968,31
"97611","Sivir","Cassiopeia",0.666666667,6
"4851","Sivir","Cho'Gath",0.490740741,108
"97901","Sivir","Corki",0.8,5
"7273","Sivir","Darius",0.454545455,44
"72701","Sivir","Diana",0.568181818,44
"5353","Sivir","Dr. Mundo",0.630434783,92
"9637","Sivir","Draven",0.25,8
"75211","Sivir","Ekko",0.461538462,39
"86161","Sivir","Elise",0.590909091,22
"5777","Sivir","Evelynn",0.35443038,79
"8775","Sivir","Ezreal",0.45,20
"10844","Sivir","Fiddlesticks",0.483146067,89
"94741","Sivir","Fiora",0.272727273,11
"8173","Sivir","Fizz",0.379310345,29
"14574","Sivir","Galio",0.386363636,44
"8927","Sivir","Gangplank",0.555555556,18
"53781","Sivir","Garen",0.461538462,91
"9323","Sivir","Gnar",0.307692308,13
"5637","Sivir","Gragas",0.469879518,83
"3549","Sivir","Graves",0.460227273,176
"46281","Sivir","Hecarim",0.564102564,117
"8937","Sivir","Heimerdinger",0.333333333,18
"84181","Sivir","Illaoi",0.4,25
"7645","Sivir","Irelia",0.405405405,37
"94141","Sivir","Ivern",0.5,12
"95881","Sivir","Janna",0.555555556,9
"6479","Sivir","Jarvan IV",0.5,60
"37061","Sivir","Jax",0.518292683,164
"97301","Sivir","Jayce",0.5,6
"7763","Sivir","Jhin",0.4,35
"75401","Sivir","Jinx",0.487179487,39
"69821","Sivir","Kai'Sa",0.62,50
"9691","Sivir","Kalista",0.285714286,7
"87681","Sivir","Karma",0.45,20
"8169","Sivir","Karthus",0.482758621,29
"9667","Sivir","Kassadin",0.375,8
"93101","Sivir","Katarina",0.538461538,13
"17226","Sivir","Kayle",0.454545455,22
"43461","Sivir","Kayn",0.507692308,130
"9731","Sivir","Kennen",0.5,6
"51461","Sivir","Kha'Zix",0.626262626,99
"6551","Sivir","Kindred",0.610169492,59
"9409","Sivir","Kled",0.75,12
"9559","Sivir","Kog'Maw",0.666666667,9
"19178","Sivir","LeBlanc",0.444444444,9
"36001","Sivir","Lee Sin",0.540697674,172
"8573","Sivir","Leona",0.47826087,23
"97411","Sivir","Lissandra",0.166666667,6
"87441","Sivir","Lucian",0.35,20
"8907","Sivir","Lulu",0.388888889,18
"84541","Sivir","Lux",0.32,25
"55561","Sivir","Malphite",0.552941176,85
"92581","Sivir","Malzahar",0.538461538,13
"5623","Sivir","Maokai",0.530120482,83
"5934","Sivir","Master Yi",0.504424779,226
"77211","Sivir","Miss Fortune",0.416666667,36
"8809","Sivir","Mordekaiser",0.315789474,19
"77611","Sivir","Morgana",0.542857143,35
"9173","Sivir","Nami",0.466666667,15
"84481","Sivir","Nasus",0.36,25
"73261","Sivir","Nautilus",0.418604651,43
"6753","Sivir","Nidalee",0.481481481,54
"6655","Sivir","Nocturne",0.517857143,56
"18141","Sivir","Nunu",0.474093264,386
"15316","Sivir","Olaf",0.486486486,37
"93881","Sivir","Orianna",0.5,12
"82861","Sivir","Ornn",0.444444444,27
"68461","Sivir","Pantheon",0.442307692,52
"53141","Sivir","Poppy",0.516129032,93
"4813","Sivir","Pyke",0.454545455,110
"91701","Sivir","Quinn",0.4,15
"92701","Sivir","Rakan",0.615384615,13
"59461","Sivir","Rammus",0.540540541,74
"8947","Sivir","Rek'Sai",0.5,18
"79361","Sivir","Renekton",0.424242424,33
"44361","Sivir","Rengar",0.428571429,126
"6503","Sivir","Riven",0.433333333,60
"7887","Sivir","Rumble",0.470588235,34
"17438","Sivir","Ryze",0.619047619,21
"76401","Sivir","Sejuani",0.27027027,37
"7277","Sivir","Shaco",0.386363636,44
"8453","Sivir","Shen",0.28,25
"6747","Sivir","Shyvana",0.425925926,54
"77541","Sivir","Singed",0.542857143,35
"13524","Sivir","Sion",0.537037037,54
"7713","Sivir","Skarner",0.527777778,36
"87221","Sivir","Sona",0.285714286,21
"9619","Sivir","Soraka",0.375,8
"93081","Sivir","Swain",0.307692308,13
"9737","Sivir","Syndra",0.5,6
"88321","Sivir","Tahm Kench",0.684210526,19
"8055","Sivir","Taliyah",0.451612903,31
"86821","Sivir","Talon",0.476190476,21
"8991","Sivir","Taric",0.529411765,17
"6849","Sivir","Teemo",0.519230769,52
"7825","Sivir","Thresh",0.529411765,34
"86211","Sivir","Tristana",0.5,22
"65601","Sivir","Trundle",0.542372881,59
"6653","Sivir","Tryndamere",0.5,56
"18584","Sivir","Twisted Fate",0.538461538,13
"6789","Sivir","Twitch",0.301886792,53
"5895","Sivir","Udyr",0.48,75
"17290","Sivir","Urgot",0.454545455,22
"9755","Sivir","Varus",0.333333333,6
"9039","Sivir","Vayne",0.411764706,17
"8447","Sivir","Veigar",0.44,25
"94681","Sivir","Vel'Koz",0.545454545,11
"58721","Sivir","Vi",0.486842105,76
"97921","Sivir","Viktor",0.8,5
"19492","Sivir","Vladimir",0.5,6
"6749","Sivir","Volibear",0.574074074,54
"4865","Sivir","Warwick",0.462962963,108
"5033","Sivir","Wukong",0.421568627,102
"9273","Sivir","Xayah",0.153846154,13
"9699","Sivir","Xerath",0.142857143,7
"11870","Sivir","Xin Zhao",0.459459459,74
"5453","Sivir","Yasuo",0.431818182,88
"9135","Sivir","Yorick",0.666666667,15
"7263","Sivir","Zac",0.568181818,44
"80601","Sivir","Zed",0.483870968,31
"93811","Sivir","Ziggs",0.5,12
"8795","Sivir","Zilean",0.4,20
"9719","Sivir","Zoe",0.428571429,7
"8699","Sivir","Zyra",0.619047619,21
"25201","Skarner","Aatrox",0.470588235,272
"71941","Skarner","Ahri",0.511111111,45
"18411","Skarner","Akali",0.393700787,381
"11798","Skarner","Alistar",0.333333333,75
"2252","Skarner","Amumu",0.565217391,621
"15602","Skarner","Anivia",0.457142857,35
"14922","Skarner","Annie",0.55,40
"12692","Skarner","Ashe",0.453125,64
"77811","Skarner","Aurelion Sol",0.542857143,35
"6855","Skarner","Azir",0.403846154,52
"57521","Skarner","Bard",0.455696203,79
"8644","Skarner","Blitzcrank",0.389312977,131
"5520","Skarner","Brand",0.597560976,246
"7807","Skarner","Braum",0.571428571,35
"13404","Skarner","Caitlyn",0.454545455,55
"30941","Skarner","Camille",0.434579439,214
"17954","Skarner","Cassiopeia",0.5,18
"3598","Skarner","Cho'Gath",0.506426735,389
"18786","Skarner","Corki",0.75,12
"3379","Skarner","Darius",0.557894737,190
"27761","Skarner","Diana",0.487704918,244
"4352","Skarner","Dr. Mundo",0.528125,320
"65401","Skarner","Draven",0.525423729,59
"29221","Skarner","Ekko",0.486956522,230
"8794","Skarner","Elise",0.511811024,127
"3904","Skarner","Evelynn",0.462395543,359
"40921","Skarner","Ezreal",0.496503497,143
"3616","Skarner","Fiddlesticks",0.492268041,388
"71341","Skarner","Fiora",0.52173913,46
"41121","Skarner","Fizz",0.521126761,142
"8180","Skarner","Galio",0.524475524,143
"12386","Skarner","Gangplank",0.382352941,68
"22241","Skarner","Garen",0.50955414,314
"68601","Skarner","Gnar",0.509803922,51
"19021","Skarner","Gragas",0.508152174,368
"4811","Skarner","Graves",0.530735931,1155
"18741","Skarner","Hecarim",0.490666667,375
"58561","Skarner","Heimerdinger",0.526315789,76
"52861","Skarner","Illaoi",0.542553191,94
"7716","Skarner","Irelia",0.406451613,155
"50241","Skarner","Ivern",0.446601942,103
"16464","Skarner","Janna",0.428571429,28
"4848","Skarner","Jarvan IV",0.512367491,283
"1752","Skarner","Jax",0.502638522,758
"7023","Skarner","Jayce",0.530612245,49
"4787","Skarner","Jhin",0.508928571,112
"44411","Skarner","Jinx",0.436507937,126
"21481","Skarner","Kai'Sa",0.487654321,324
"4915","Skarner","Kalista",0.462264151,106
"11936","Skarner","Karma",0.465753425,73
"6584","Skarner","Karthus",0.593908629,197
"14680","Skarner","Kassadin",0.418604651,43
"14276","Skarner","Katarina",0.369565217,46
"10188","Skarner","Kayle",0.54,100
"905","Skarner","Kayn",0.484480432,741
"7507","Skarner","Kennen",0.641025641,39
"12881","Skarner","Kha'Zix",0.517985612,556
"1287","Skarner","Kindred",0.466786355,557
"65861","Skarner","Kled",0.534482759,58
"6033","Skarner","Kog'Maw",0.521126761,71
"13844","Skarner","LeBlanc",0.450980392,51
"1096","Skarner","Lee Sin",0.479961832,1048
"62301","Skarner","Leona",0.567164179,67
"8935","Skarner","Lissandra",0.444444444,18
"5109","Skarner","Lucian",0.59,100
"65421","Skarner","Lulu",0.389830508,59
"45801","Skarner","Lux",0.55,120
"4864","Skarner","Malphite",0.537102473,283
"6019","Skarner","Malzahar",0.458333333,72
"5942","Skarner","Maokai",0.564444444,225
"700","Skarner","Master Yi",0.491952414,1429
"8580","Skarner","Miss Fortune",0.507575758,132
"44721","Skarner","Mordekaiser",0.5,124
"9112","Skarner","Morgana",0.495867769,121
"8243","Skarner","Nami",0.428571429,28
"45681","Skarner","Nasus",0.491666667,120
"35661","Skarner","Nautilus",0.554285714,175
"22321","Skarner","Nidalee",0.485623003,313
"3688","Skarner","Nocturne",0.422572178,381
"944","Skarner","Nunu",0.471698113,1166
"7798","Skarner","Olaf",0.509803922,153
"12680","Skarner","Orianna",0.53125,64
"56101","Skarner","Ornn",0.493975904,83
"26141","Skarner","Pantheon",0.488549618,262
"2167","Skarner","Poppy",0.520249221,321
"15021","Skarner","Pyke",0.4397463,473
"50881","Skarner","Quinn",0.4,100
"67301","Skarner","Rakan",0.555555556,54
"4546","Skarner","Rammus",0.444444444,306
"5145","Skarner","Rek'Sai",0.474747475,99
"9104","Skarner","Renekton",0.487603306,121
"863","Skarner","Rengar",0.494148244,769
"27411","Skarner","Riven",0.524193548,248
"9582","Skarner","Rumble",0.621621622,111
"12432","Skarner","Ryze",0.47761194,67
"3505","Skarner","Sejuani",0.474860335,179
"3822","Skarner","Shaco",0.43989071,366
"60321","Skarner","Shen",0.492957746,71
"22481","Skarner","Shyvana",0.47266881,311
"7952","Skarner","Singed",0.472972973,148
"6202","Skarner","Sion",0.55399061,213
"15426","Skarner","Sivir",0.527777778,36
"13682","Skarner","Sona",0.519230769,52
"15260","Skarner","Soraka",0.459459459,37
"12654","Skarner","Swain",0.46875,64
"8939","Skarner","Syndra",0.444444444,18
"4345","Skarner","Tahm Kench",0.369230769,130
"34621","Skarner","Taliyah",0.584699454,183
"3871","Skarner","Talon",0.415584416,154
"13014","Skarner","Taric",0.516666667,60
"3260","Skarner","Teemo",0.515081206,431
"4031","Skarner","Thresh",0.417808219,146
"13438","Skarner","Tristana",0.472727273,55
"5594","Skarner","Trundle",0.518518519,243
"5598","Skarner","Tryndamere",0.477366255,243
"13752","Skarner","Twisted Fate",0.470588235,51
"4788","Skarner","Twitch",0.53125,288
"17161","Skarner","Udyr",0.475490196,408
"10656","Skarner","Urgot",0.548387097,93
"77411","Skarner","Varus",0.527777778,36
"8412","Skarner","Vayne",0.591240876,137
"10686","Skarner","Veigar",0.565217391,92
"78541","Skarner","Vel'Koz",0.558823529,34
"16961","Skarner","Vi",0.486682809,413
"9403","Skarner","Viktor",0.333333333,12
"15432","Skarner","Vladimir",0.416666667,36
"2515","Skarner","Volibear",0.509157509,273
"2550","Skarner","Warwick",0.46797153,562
"2844","Skarner","Wukong",0.523904382,502
"74801","Skarner","Xayah",0.575,40
"87921","Skarner","Xerath",0.5,20
"3512","Skarner","Xin Zhao",0.472361809,398
"2223","Skarner","Yasuo",0.522292994,314
"7813","Skarner","Yorick",0.571428571,35
"29461","Skarner","Zac",0.515418502,227
"42281","Skarner","Zed",0.411764706,136
"6091","Skarner","Ziggs",0.6,70
"10742","Skarner","Zilean",0.494505495,91
"6699","Skarner","Zoe",0.4,55
"6697","Skarner","Zyra",0.581818182,55
"4629","Sona","Aatrox",0.58974359,117
"89681","Sona","Ahri",0.444444444,18
"47841","Sona","Akali",0.321428571,112
"15276","Sona","Alistar",0.513513514,37
"4976","Sona","Amumu",0.565217391,276
"18830","Sona","Anivia",0.5,12
"18826","Sona","Annie",0.333333333,12
"16034","Sona","Ashe",0.580645161,31
"9449","Sona","Aurelion Sol",0.636363636,11
"90481","Sona","Azir",0.294117647,17
"77181","Sona","Bard",0.527777778,36
"7753","Sona","Blitzcrank",0.472222222,36
"5635","Sona","Brand",0.530120482,83
"90981","Sona","Braum",0.5625,16
"8533","Sona","Caitlyn",0.47826087,23
"6313","Sona","Camille",0.5,64
"96821","Sona","Cassiopeia",0.428571429,7
"7672","Sona","Cho'Gath",0.480769231,156
"96841","Sona","Corki",0.428571429,7
"55821","Sona","Darius",0.511904762,84
"55661","Sona","Diana",0.611764706,85
"7904","Sona","Dr. Mundo",0.613333333,150
"8427","Sona","Draven",0.36,25
"5831","Sona","Ekko",0.480519481,77
"7939","Sona","Elise",0.393939394,33
"9738","Sona","Evelynn",0.5,108
"69541","Sona","Ezreal",0.52,50
"9746","Sona","Fiddlesticks",0.481481481,108
"78761","Sona","Fiora",0.676470588,34
"68641","Sona","Fizz",0.509803922,51
"15556","Sona","Galio",0.514285714,35
"85521","Sona","Gangplank",0.52173913,23
"3577","Sona","Garen",0.454022989,174
"9289","Sona","Gnar",0.461538462,13
"43501","Sona","Gragas",0.542635659,129
"1417","Sona","Graves",0.568316832,505
"3671","Sona","Hecarim",0.51497006,167
"79521","Sona","Heimerdinger",0.575757576,33
"67781","Sona","Illaoi",0.528301887,53
"6397","Sona","Irelia",0.451612903,62
"83981","Sona","Ivern",0.5,26
"85181","Sona","Janna",0.416666667,24
"37121","Sona","Jarvan IV",0.585365854,164
"3140","Sona","Jax",0.595132743,452
"8249","Sona","Jayce",0.535714286,28
"6775","Sona","Jhin",0.41509434,53
"55961","Sona","Jinx",0.547619048,84
"43361","Sona","Kai'Sa",0.553846154,130
"88681","Sona","Kalista",0.421052632,19
"79461","Sona","Karma",0.454545455,33
"12926","Sona","Karthus",0.770491803,61
"9029","Sona","Kassadin",0.470588235,17
"8957","Sona","Katarina",0.388888889,18
"13528","Sona","Kayle",0.611111111,54
"2255","Sona","Kayn",0.570967742,310
"92081","Sona","Kennen",0.642857143,14
"35081","Sona","Kha'Zix",0.536312849,179
"32801","Sona","Kindred",0.545454545,198
"82641","Sona","Kled",0.535714286,28
"6957","Sona","Kog'Maw",0.66,50
"17534","Sona","LeBlanc",0.3,20
"18011","Sona","Lee Sin",0.544987147,389
"79541","Sona","Leona",0.515151515,33
"97161","Sona","Lissandra",0.714285714,7
"6233","Sona","Lucian",0.432835821,67
"86701","Sona","Lulu",0.454545455,22
"75341","Sona","Lux",0.487179487,39
"42141","Sona","Malphite",0.558823529,136
"9207","Sona","Malzahar",0.5,14
"3997","Sona","Maokai",0.614864865,148
"2342","Sona","Master Yi",0.505823627,601
"12986","Sona","Miss Fortune",0.533333333,60
"70241","Sona","Mordekaiser",0.489795918,49
"15974","Sona","Morgana",0.625,32
"73541","Sona","Nami",0.357142857,42
"62041","Sona","Nasus",0.455882353,68
"7025","Sona","Nautilus",0.571428571,49
"5291","Sona","Nidalee",0.489361702,94
"51161","Sona","Nocturne",0.636363636,99
"3014","Sona","Nunu",0.487288136,472
"12240","Sona","Olaf",0.507246377,69
"84401","Sona","Orianna",0.32,25
"76981","Sona","Ornn",0.583333333,36
"6415","Sona","Pantheon",0.5,62
"41101","Sona","Poppy",0.528169014,142
"3653","Sona","Pyke",0.482142857,168
"72811","Sona","Quinn",0.5,44
"8599","Sona","Rakan",0.52173913,23
"11826","Sona","Rammus",0.52,75
"82601","Sona","Rek'Sai",0.428571429,28
"7089","Sona","Renekton",0.425531915,47
"2859","Sona","Rengar",0.550847458,236
"42341","Sona","Riven",0.577777778,135
"78521","Sona","Rumble",0.529411765,34
"17254","Sona","Ryze",0.409090909,22
"62901","Sona","Sejuani",0.384615385,65
"10254","Sona","Shaco",0.545454545,99
"7735","Sona","Shen",0.666666667,36
"44041","Sona","Shyvana",0.511811024,127
"13952","Sona","Singed",0.52,50
"11308","Sona","Sion",0.597560976,82
"17444","Sona","Sivir",0.285714286,21
"68411","Sona","Skarner",0.519230769,52
"11474","Sona","Soraka",0.4125,80
"9047","Sona","Swain",0.529411765,17
"90041","Sona","Syndra",0.588235294,17
"87461","Sona","Tahm Kench",0.5,20
"71811","Sona","Taliyah",0.511111111,45
"69481","Sona","Talon",0.54,50
"79641","Sona","Taric",0.375,32
"10278","Sona","Teemo",0.454545455,99
"63821","Sona","Thresh",0.634920635,63
"15286","Sona","Tristana",0.540540541,37
"5973","Sona","Trundle",0.575342466,73
"8216","Sona","Tryndamere",0.584507042,142
"17190","Sona","Twisted Fate",0.608695652,23
"8914","Sona","Twitch",0.576,125
"3431","Sona","Udyr",0.556756757,185
"14984","Sona","Urgot",0.5,40
"8709","Sona","Varus",0.523809524,21
"6285","Sona","Vayne",0.523076923,65
"81001","Sona","Veigar",0.4,30
"9625","Sona","Vel'Koz",0.375,8
"42081","Sona","Vi",0.554744526,137
"97681","Sona","Viktor",0.5,6
"18812","Sona","Vladimir",0.583333333,12
"49881","Sona","Volibear",0.451923077,104
"7282","Sona","Warwick",0.479289941,169
"29321","Sona","Wukong",0.528384279,229
"8597","Sona","Xayah",0.391304348,23
"97641","Sona","Xerath",0.5,6
"8006","Sona","Xin Zhao",0.476190476,147
"35741","Sona","Yasuo",0.586206897,174
"91581","Sona","Yorick",0.533333333,15
"5557","Sona","Zac",0.447058824,85
"70611","Sona","Zed",0.520833333,48
"89541","Sona","Ziggs",0.611111111,18
"18308","Sona","Zilean",0.466666667,15
"8789","Sona","Zoe",0.2,20
"82061","Sona","Zyra",0.724137931,29
"57081","Soraka","Aatrox",0.475,80
"87341","Soraka","Ahri",0.6,20
"5405","Soraka","Akali",0.388888889,90
"16620","Soraka","Alistar",0.518518519,27
"4891","Soraka","Amumu",0.485981308,107
"9697","Soraka","Anivia",0.571428571,7
"18862","Soraka","Annie",0.545454545,11
"90061","Soraka","Ashe",0.588235294,17
"9777","Soraka","Aurelion Sol",0.2,5
"9265","Soraka","Azir",0.538461538,13
"76941","Soraka","Bard",0.388888889,36
"8885","Soraka","Blitzcrank",0.421052632,19
"7325","Soraka","Brand",0.627906977,43
"9533","Soraka","Braum",0.3,10
"92801","Soraka","Caitlyn",0.384615385,13
"7709","Soraka","Camille",0.444444444,36
"9283","Soraka","Cassiopeia",0.538461538,13
"5429","Soraka","Cho'Gath",0.382022472,89
"9623","Soraka","Corki",0.75,8
"6067","Soraka","Darius",0.542857143,70
"64101","Soraka","Diana",0.403225806,62
"4167","Soraka","Dr. Mundo",0.517985612,139
"84811","Soraka","Draven",0.583333333,24
"6133","Soraka","Ekko",0.550724638,69
"91081","Soraka","Elise",0.3125,16
"61821","Soraka","Evelynn",0.352941176,68
"71741","Soraka","Ezreal",0.543478261,46
"12646","Soraka","Fiddlesticks",0.546875,64
"95241","Soraka","Fiora",0.5,10
"87541","Soraka","Fizz",0.45,20
"15962","Soraka","Galio",0.59375,32
"92781","Soraka","Gangplank",0.461538462,13
"47641","Soraka","Garen",0.495575221,113
"92541","Soraka","Gnar",0.384615385,13
"5917","Soraka","Gragas",0.48,75
"2007","Soraka","Graves",0.563218391,348
"6959","Soraka","Hecarim",0.42,50
"8313","Soraka","Heimerdinger",0.407407407,27
"8867","Soraka","Illaoi",0.578947368,19
"71061","Soraka","Irelia",0.553191489,47
"86761","Soraka","Ivern",0.428571429,21
"75381","Soraka","Janna",0.384615385,39
"53761","Soraka","Jarvan IV",0.483516484,91
"30521","Soraka","Jax",0.580645161,217
"92601","Soraka","Jayce",0.307692308,13
"7685","Soraka","Jhin",0.5,36
"6779","Soraka","Jinx",0.41509434,53
"5293","Soraka","Kai'Sa",0.531914894,94
"9345","Soraka","Kalista",0.5,12
"9479","Soraka","Karma",0.545454545,11
"6235","Soraka","Karthus",0.537313433,67
"94341","Soraka","Kassadin",0.272727273,11
"95401","Soraka","Katarina",0.4,10
"14844","Soraka","Kayle",0.487804878,41
"3467","Soraka","Kayn",0.521978022,182
"84681","Soraka","Kennen",0.458333333,24
"43421","Soraka","Kha'Zix",0.492307692,130
"41241","Soraka","Kindred",0.468085106,141
"8689","Soraka","Kled",0.523809524,21
"8179","Soraka","Kog'Maw",0.655172414,29
"19702","Soraka","LeBlanc",0.333333333,3
"28211","Soraka","Lee Sin",0.5,240
"8185","Soraka","Leona",0.379310345,29
"98261","Soraka","Lissandra",0.75,4
"7823","Soraka","Lucian",0.470588235,34
"79241","Soraka","Lulu",0.424242424,33
"82721","Soraka","Lux",0.535714286,28
"60041","Soraka","Malphite",0.486111111,72
"9143","Soraka","Malzahar",0.466666667,15
"63901","Soraka","Maokai",0.467741935,62
"3374","Soraka","Master Yi",0.540865385,416
"7627","Soraka","Miss Fortune",0.459459459,37
"7631","Soraka","Mordekaiser",0.351351351,37
"80411","Soraka","Morgana",0.580645161,31
"7809","Soraka","Nami",0.514285714,35
"58541","Soraka","Nasus",0.486842105,76
"83781","Soraka","Nautilus",0.5,26
"66941","Soraka","Nidalee",0.454545455,55
"67281","Soraka","Nocturne",0.518518519,54
"26841","Soraka","Nunu",0.464566929,254
"14184","Soraka","Olaf",0.404255319,47
"8769","Soraka","Orianna",0.6,20
"8863","Soraka","Ornn",0.473684211,19
"6739","Soraka","Pantheon",0.388888889,54
"56581","Soraka","Poppy",0.512195122,82
"5809","Soraka","Pyke",0.480519481,77
"8847","Soraka","Quinn",0.315789474,19
"84961","Soraka","Rakan",0.583333333,24
"7257","Soraka","Rammus",0.545454545,44
"9285","Soraka","Rek'Sai",0.538461538,13
"7375","Soraka","Renekton",0.595238095,42
"34021","Soraka","Rengar",0.5,188
"60801","Soraka","Riven",0.614285714,70
"84761","Soraka","Rumble",0.5,24
"17516","Soraka","Ryze",0.5,20
"79841","Soraka","Sejuani",0.375,32
"6007","Soraka","Shaco",0.319444444,72
"83001","Soraka","Shen",0.407407407,27
"6489","Soraka","Shyvana",0.433333333,60
"87611","Soraka","Singed",0.4,20
"13702","Soraka","Sion",0.461538462,52
"19238","Soraka","Sivir",0.375,8
"76301","Soraka","Skarner",0.459459459,37
"5737","Soraka","Sona",0.4125,80
"88841","Soraka","Swain",0.368421053,19
"95411","Soraka","Syndra",0.4,10
"86361","Soraka","Tahm Kench",0.409090909,22
"74861","Soraka","Taliyah",0.575,40
"7415","Soraka","Talon",0.487804878,41
"8945","Soraka","Taric",0.555555556,18
"60581","Soraka","Teemo",0.450704225,71
"7639","Soraka","Thresh",0.513513514,37
"82081","Soraka","Tristana",0.689655172,29
"68421","Soraka","Trundle",0.519230769,52
"57421","Soraka","Tryndamere",0.481012658,79
"18148","Soraka","Twisted Fate",0.4375,16
"6197","Soraka","Twitch",0.529411765,68
"6155","Soraka","Udyr",0.52173913,69
"17764","Soraka","Urgot",0.578947368,19
"9353","Soraka","Varus",0.416666667,12
"66981","Soraka","Vayne",0.381818182,55
"8729","Soraka","Veigar",0.571428571,21
"9525","Soraka","Vel'Koz",0.6,10
"56741","Soraka","Vi",0.456790123,81
"98481","Soraka","Viktor",0.666666667,3
"18996","Soraka","Vladimir",0.181818182,11
"6923","Soraka","Volibear",0.647058824,51
"48801","Soraka","Warwick",0.476635514,107
"46701","Soraka","Wukong",0.50862069,116
"87061","Soraka","Xayah",0.476190476,21
"9827","Soraka","Xerath",0.5,4
"9544","Soraka","Xin Zhao",0.464285714,112
"41461","Soraka","Yasuo",0.478571429,140
"9417","Soraka","Yorick",0.5,12
"65561","Soraka","Zac",0.423728814,59
"78181","Soraka","Zed",0.4,35
"95361","Soraka","Ziggs",0.3,10
