"","champ1","champ2","winrate","n_games"
"39561","Riven","Ahri",0.526666667,150
"1836","Riven","Akali",0.415300546,732
"6680","Riven","Alistar",0.567708333,192
"1058","Riven","Amumu",0.557710065,1083
"11840","Riven","Anivia",0.453333333,75
"10822","Riven","Annie",0.5,90
"8656","Riven","Ashe",0.511450382,131
"6229","Riven","Aurelion Sol",0.507462687,67
"54321","Riven","Azir",0.516853933,89
"37641","Riven","Bard",0.49689441,161
"6162","Riven","Blitzcrank",0.48372093,215
"3082","Riven","Brand",0.681917211,459
"6293","Riven","Braum",0.476923077,65
"11572","Riven","Caitlyn",0.371794872,78
"1889","Riven","Camille",0.513513514,370
"13342","Riven","Cassiopeia",0.535714286,56
"2394","Riven","Cho'Gath",0.491582492,594
"14930","Riven","Corki",0.425,40
"17741","Riven","Darius",0.516455696,395
"1451","Riven","Diana",0.514227642,492
"2310","Riven","Dr. Mundo",0.541118421,608
"5503","Riven","Draven",0.569767442,86
"14261","Riven","Ekko",0.554,500
"6538","Riven","Elise",0.522613065,199
"2146","Riven","Evelynn",0.483670295,643
"5884","Riven","Ezreal",0.469298246,228
"2074","Riven","Fiddlesticks",0.515060241,664
"42001","Riven","Fiora",0.437956204,137
"2575","Riven","Fizz",0.526315789,266
"5062","Riven","Galio",0.538745387,271
"9368","Riven","Gangplank",0.460869565,115
"2154","Riven","Garen",0.512461059,642
"56841","Riven","Gnar",0.481481481,81
"1658","Riven","Gragas",0.524652339,791
"235","Riven","Graves",0.570752236,1901
"13541","Riven","Hecarim",0.457466919,529
"8126","Riven","Heimerdinger",0.475862069,145
"34461","Riven","Illaoi",0.510869565,184
"3640","Riven","Irelia",0.511688312,385
"38381","Riven","Ivern",0.455128205,156
"11238","Riven","Janna",0.56626506,83
"2314","Riven","Jarvan IV",0.514003295,607
"688","Riven","Jax",0.54589372,1449
"5779","Riven","Jayce",0.564102564,78
"2709","Riven","Jhin",0.501992032,251
"3117","Riven","Jinx",0.492890995,211
"1249","Riven","Kai'Sa",0.554195804,572
"57211","Riven","Kalista",0.5375,80
"9752","Riven","Karma",0.490740741,108
"4068","Riven","Karthus",0.620991254,343
"10888","Riven","Kassadin",0.545454545,88
"7750","Riven","Katarina",0.461038961,154
"6362","Riven","Kayle",0.558252427,206
"429","Riven","Kayn",0.508,1250
"11692","Riven","Kennen",0.441558442,77
"763","Riven","Kha'Zix",0.511296076,841
"8441","Riven","Kindred",0.521072797,783
"4251","Riven","Kled",0.492537313,134
"5257","Riven","Kog'Maw",0.589473684,95
"10580","Riven","LeBlanc",0.606382979,94
"394","Riven","Lee Sin",0.511639185,2062
"8252","Riven","Leona",0.553191489,141
"71721","Riven","Lissandra",0.413043478,46
"29021","Riven","Lucian",0.586206897,232
"4225","Riven","Lulu",0.514705882,136
"24701","Riven","Lux",0.512544803,279
"2072","Riven","Malphite",0.53003003,666
"10348","Riven","Malzahar",0.5,98
"2752","Riven","Maokai",0.560693642,519
"380","Riven","Master Yi",0.496669838,2102
"5818","Riven","Miss Fortune",0.519480519,231
"5708","Riven","Mordekaiser",0.52742616,237
"5394","Riven","Morgana",0.488095238,252
"6029","Riven","Nami",0.563380282,71
"5778","Riven","Nasus",0.41025641,234
"2285","Riven","Nautilus",0.490131579,304
"2486","Riven","Nidalee",0.497382199,573
"3142","Riven","Nocturne",0.508888889,450
"324","Riven","Nunu",0.503051439,2294
"5650","Riven","Olaf",0.458333333,240
"8640","Riven","Orianna",0.557251908,131
"33011","Riven","Ornn",0.525510204,196
"3474","Riven","Pantheon",0.552238806,402
"2290","Riven","Poppy",0.534313725,612
"769","Riven","Pyke",0.481481481,837
"36161","Riven","Quinn",0.473684211,171
"39781","Riven","Rakan",0.574324324,148
"3948","Riven","Rammus",0.466101695,354
"47241","Riven","Rek'Sai",0.526315789,114
"4818","Riven","Renekton",0.555944056,286
"3621","Riven","Rengar",0.500712251,1404
"5236","Riven","Rumble",0.53256705,261
"8868","Riven","Ryze",0.53968254,126
"21061","Riven","Sejuani",0.496969697,330
"2554","Riven","Shaco",0.508896797,562
"2997","Riven","Shen",0.522522523,222
"14901","Riven","Shyvana",0.49790795,478
"6436","Riven","Singed",0.615763547,203
"3588","Riven","Sion",0.547314578,391
"13006","Riven","Sivir",0.433333333,60
"5482","Riven","Skarner",0.524193548,248
"8468","Riven","Sona",0.577777778,135
"12160","Riven","Soraka",0.614285714,70
"8876","Riven","Swain",0.53968254,126
"70441","Riven","Syndra",0.625,48
"4393","Riven","Tahm Kench",0.453125,128
"1879","Riven","Taliyah",0.528,375
"5146","Riven","Talon",0.490636704,267
"8536","Riven","Taric",0.611940299,134
"2360","Riven","Teemo",0.491638796,598
"2771","Riven","Thresh",0.518367347,245
"9070","Riven","Tristana",0.450819672,122
"4074","Riven","Trundle",0.488304094,342
"3054","Riven","Tryndamere",0.536637931,464
"9932","Riven","Twisted Fate",0.519230769,104
"3026","Riven","Twitch",0.515923567,471
"2366","Riven","Udyr",0.50921273,597
"7860","Riven","Urgot",0.59602649,151
"6263","Riven","Varus",0.424242424,66
"5120","Riven","Vayne",0.546468401,269
"6656","Riven","Veigar",0.525773196,194
"5757","Riven","Vel'Koz",0.481012658,79
"11201","Riven","Vi",0.48635634,623
"77361","Riven","Viktor",0.361111111,36
"13644","Riven","Vladimir",0.596153846,52
"1835","Riven","Volibear",0.539267016,382
"1654","Riven","Warwick",0.521410579,794
"1330","Riven","Wukong",0.548245614,912
"5969","Riven","Xayah",0.520547945,73
"65481","Riven","Xerath",0.525423729,59
"2070","Riven","Xin Zhao",0.494752624,667
"2661","Riven","Yasuo",0.51572327,1749
"12042","Riven","Yorick",0.555555556,72
"1677","Riven","Zac",0.522781775,417
"22161","Riven","Zed",0.492063492,315
"4623","Riven","Ziggs",0.483050847,118
"9682","Riven","Zilean",0.467889908,109
"39801","Riven","Zoe",0.466216216,148
"3979","Riven","Zyra",0.594594595,148
"28561","Rumble","Aatrox",0.53164557,237
"7551","Rumble","Ahri",0.641025641,39
"3355","Rumble","Akali",0.4375,192
"11206","Rumble","Alistar",0.65060241,83
"2426","Rumble","Amumu",0.568027211,588
"16580","Rumble","Anivia",0.407407407,27
"15360","Rumble","Annie",0.472222222,36
"13596","Rumble","Ashe",0.452830189,53
"83411","Rumble","Aurelion Sol",0.259259259,27
"8335","Rumble","Azir",0.481481481,27
"6433","Rumble","Bard",0.459016393,61
"10900","Rumble","Blitzcrank",0.477272727,88
"6812","Rumble","Brand",0.577540107,187
"76611","Rumble","Braum",0.486486486,37
"14644","Rumble","Caitlyn",0.558139535,43
"35361","Rumble","Camille",0.485875706,177
"9177","Rumble","Cassiopeia",0.4,15
"4558","Rumble","Cho'Gath",0.547540984,305
"16678","Rumble","Corki",0.444444444,27
"32781","Rumble","Darius",0.545454545,198
"40981","Rumble","Diana",0.475524476,143
"4872","Rumble","Dr. Mundo",0.595744681,282
"7217","Rumble","Draven",0.377777778,45
"4175","Rumble","Ekko",0.492753623,138
"13656","Rumble","Elise",0.557692308,52
"6776","Rumble","Evelynn",0.523809524,189
"5089","Rumble","Ezreal",0.54,100
"5186","Rumble","Fiddlesticks",0.507575758,264
"75141","Rumble","Fiora",0.435897436,39
"5143","Rumble","Fizz",0.575757576,99
"10058","Rumble","Galio",0.431372549,102
"13044","Rumble","Gangplank",0.5,60
"22181","Rumble","Garen",0.587301587,315
"75281","Rumble","Gnar",0.641025641,39
"22461","Rumble","Gragas",0.514469453,311
"6341","Rumble","Graves",0.545068929,943
"25611","Rumble","Hecarim",0.56133829,269
"6257","Rumble","Heimerdinger",0.424242424,66
"5289","Rumble","Illaoi",0.531914894,94
"7184","Rumble","Irelia",0.595375723,173
"67741","Rumble","Ivern",0.358490566,53
"17796","Rumble","Janna",0.555555556,18
"2958","Rumble","Jarvan IV",0.549792531,482
"2324","Rumble","Jax",0.565289256,605
"7439","Rumble","Jayce",0.56097561,41
"50411","Rumble","Jhin",0.5,102
"6117","Rumble","Jinx",0.47826087,69
"25301","Rumble","Kai'Sa",0.468634686,271
"8257","Rumble","Kalista",0.464285714,28
"15576","Rumble","Karma",0.6,35
"9174","Rumble","Karthus",0.575,120
"16434","Rumble","Kassadin",0.464285714,28
"16218","Rumble","Katarina",0.466666667,30
"10510","Rumble","Kayle",0.578947368,95
"12041","Rumble","Kayn",0.571912014,591
"7087","Rumble","Kennen",0.468085106,47
"20041","Rumble","Kha'Zix",0.528735632,348
"19341","Rumble","Kindred",0.491712707,362
"57181","Rumble","Kled",0.4625,80
"70881","Rumble","Kog'Maw",0.510638298,47
"15500","Rumble","LeBlanc",0.611111111,36
"1446","Rumble","Lee Sin",0.535341831,863
"59341","Rumble","Leona",0.621621622,74
"92101","Rumble","Lissandra",0.357142857,14
"45141","Rumble","Lucian",0.512195122,123
"7353","Rumble","Lulu",0.571428571,42
"5347","Rumble","Lux",0.630434783,92
"4384","Rumble","Malphite",0.567823344,317
"73661","Rumble","Malzahar",0.404761905,42
"5832","Rumble","Maokai",0.530434783,230
"1290","Rumble","Master Yi",0.551502146,932
"10046","Rumble","Miss Fortune",0.524271845,103
"4887","Rumble","Mordekaiser",0.570093458,107
"10766","Rumble","Morgana",0.494505495,91
"8571","Rumble","Nami",0.47826087,23
"46641","Rumble","Nasus",0.560344828,116
"3929","Rumble","Nautilus",0.516556291,151
"38061","Rumble","Nidalee",0.46835443,158
"5726","Rumble","Nocturne",0.495762712,236
"1554","Rumble","Nunu",0.497590361,830
"8088","Rumble","Olaf",0.609589041,146
"15160","Rumble","Orianna",0.473684211,38
"4667","Rumble","Ornn",0.543103448,116
"33781","Rumble","Pantheon",0.552631579,190
"21281","Rumble","Poppy",0.582317073,328
"17421","Rumble","Pyke",0.498753117,401
"54081","Rumble","Quinn",0.533333333,90
"71421","Rumble","Rakan",0.434782609,46
"6972","Rumble","Rammus",0.53038674,181
"68041","Rumble","Rek'Sai",0.490566038,53
"10072","Rumble","Renekton",0.568627451,102
"13321","Rumble","Rengar",0.52690167,539
"26181","Rumble","Riven",0.53256705,261
"14920","Rumble","Ryze",0.4,40
"4839","Rumble","Sejuani",0.486238532,109
"5198","Rumble","Shaco",0.52851711,263
"61281","Rumble","Shen",0.594202899,69
"30821","Rumble","Shyvana",0.48372093,215
"9944","Rumble","Singed",0.567307692,104
"6096","Rumble","Sion",0.576036866,217
"15774","Rumble","Sivir",0.470588235,34
"4791","Rumble","Skarner",0.621621622,111
"15704","Rumble","Sona",0.529411765,34
"16952","Rumble","Soraka",0.5,24
"15344","Rumble","Swain",0.432432432,37
"8835","Rumble","Syndra",0.526315789,19
"6651","Rumble","Tahm Kench",0.517857143,56
"4767","Rumble","Taliyah",0.522123894,113
"45921","Rumble","Talon",0.43697479,119
"15740","Rumble","Taric",0.676470588,34
"5152","Rumble","Teemo",0.484962406,266
"48581","Rumble","Thresh",0.564814815,108
"12302","Rumble","Tristana",0.507246377,69
"6094","Rumble","Trundle",0.559633028,218
"6086","Rumble","Tryndamere",0.54587156,218
"15850","Rumble","Twisted Fate",0.515151515,33
"6834","Rumble","Twitch",0.556149733,187
"27061","Rumble","Udyr",0.517928287,251
"10044","Rumble","Urgot",0.45631068,103
"79581","Rumble","Varus",0.46875,32
"8802","Rumble","Vayne",0.527559055,127
"12330","Rumble","Veigar",0.544117647,68
"83201","Rumble","Vel'Koz",0.444444444,27
"2355","Rumble","Vi",0.580204778,293
"97701","Rumble","Viktor",0.666666667,6
"17906","Rumble","Vladimir",0.444444444,18
"33211","Rumble","Volibear",0.6,195
"3912","Rumble","Warwick",0.537604457,359
"3116","Rumble","Wukong",0.527472527,455
"79401","Rumble","Xayah",0.454545455,33
"87561","Rumble","Xerath",0.45,20
"4692","Rumble","Xin Zhao",0.488135593,295
"23021","Rumble","Yasuo",0.523178808,302
"8089","Rumble","Yorick",0.5,30
"37621","Rumble","Zac",0.540372671,161
"4579","Rumble","Zed",0.425,120
"69501","Rumble","Ziggs",0.6,50
"15982","Rumble","Zilean",0.5625,32
"68401","Rumble","Zoe",0.442307692,52
"62761","Rumble","Zyra",0.538461538,65
"40061","Ryze","Aatrox",0.489795918,147
"84881","Ryze","Ahri",0.416666667,24
"48641","Ryze","Akali",0.435185185,108
"13472","Ryze","Alistar",0.592592593,54
"2819","Ryze","Amumu",0.491666667,240
"8467","Ryze","Anivia",0.541666667,24
"18788","Ryze","Annie",0.583333333,12
"78841","Ryze","Ashe",0.470588235,34
"9287","Ryze","Aurelion Sol",0.384615385,13
"8591","Ryze","Azir",0.434782609,23
"69461","Ryze","Bard",0.42,50
"65161","Ryze","Blitzcrank",0.366666667,60
"50921","Ryze","Brand",0.56,100
"87211","Ryze","Braum",0.476190476,21
"88221","Ryze","Caitlyn",0.631578947,19
"5689","Ryze","Camille",0.345679012,81
"90421","Ryze","Cassiopeia",0.647058824,17
"3939","Ryze","Cho'Gath",0.526666667,150
"93741","Ryze","Corki",0.166666667,12
"53161","Ryze","Darius",0.505376344,93
"59321","Ryze","Diana",0.554054054,74
"40181","Ryze","Dr. Mundo",0.503401361,147
"80541","Ryze","Draven",0.387096774,31
"54011","Ryze","Ekko",0.544444444,90
"76241","Ryze","Elise",0.513513514,37
"4583","Ryze","Evelynn",0.45,120
"62481","Ryze","Ezreal",0.515151515,66
"9318","Ryze","Fiddlesticks",0.413793103,116
"8449","Ryze","Fiora",0.72,25
"68541","Ryze","Fizz",0.365384615,52
"12970","Ryze","Galio",0.5,60
"7547","Ryze","Gangplank",0.512820513,39
"3475","Ryze","Garen",0.478021978,182
"92421","Ryze","Gnar",0.642857143,14
"3637","Ryze","Gragas",0.49112426,169
"1419","Ryze","Graves",0.51888668,503
"3829","Ryze","Hecarim",0.455128205,156
"8459","Ryze","Heimerdinger",0.56,25
"76341","Ryze","Illaoi",0.648648649,37
"52661","Ryze","Irelia",0.452631579,95
"78681","Ryze","Ivern",0.588235294,34
"9239","Ryze","Janna",0.285714286,14
"3533","Ryze","Jarvan IV",0.451977401,177
"20641","Ryze","Jax",0.551622419,339
"81581","Ryze","Jayce",0.448275862,29
"6127","Ryze","Jhin",0.536231884,69
"71461","Ryze","Jinx",0.413043478,46
"40111","Ryze","Kai'Sa",0.43537415,147
"8713","Ryze","Kalista",0.285714286,21
"8823","Ryze","Karma",0.578947368,19
"61141","Ryze","Karthus",0.463768116,69
"9013","Ryze","Kassadin",0.588235294,17
"83141","Ryze","Katarina",0.518518519,27
"14412","Ryze","Kayle",0.622222222,45
"2083","Ryze","Kayn",0.48502994,334
"8291","Ryze","Kennen",0.555555556,27
"29901","Ryze","Kha'Zix",0.443946188,223
"3619","Ryze","Kindred",0.476470588,170
"71221","Ryze","Kled",0.489361702,47
"8295","Ryze","Kog'Maw",0.62962963,27
"17696","Ryze","LeBlanc",0.578947368,19
"1587","Ryze","Lee Sin",0.490990991,444
"84611","Ryze","Leona",0.56,25
"9735","Ryze","Lissandra",0.833333333,6
"6513","Ryze","Lucian",0.433333333,60
"88181","Ryze","Lulu",0.473684211,19
"7297","Ryze","Lux",0.465116279,43
"3913","Ryze","Malphite",0.585526316,152
"8547","Ryze","Malzahar",0.434782609,23
"4613","Ryze","Maokai",0.56779661,118
"2736","Ryze","Master Yi",0.456978967,523
"6409","Ryze","Miss Fortune",0.564516129,62
"6973","Ryze","Mordekaiser",0.46,50
"68481","Ryze","Morgana",0.480769231,52
"92881","Ryze","Nami",0.538461538,13
"63761","Ryze","Nasus",0.571428571,63
"6575","Ryze","Nautilus",0.586206897,58
"55701","Ryze","Nidalee",0.488095238,84
"4917","Ryze","Nocturne",0.405660377,106
"261","Ryze","Nunu",0.419655522,4935
"12260","Ryze","Olaf",0.391304348,69
"8537","Ryze","Orianna",0.52173913,23
"7335","Ryze","Ornn",0.511627907,43
"5007","Ryze","Pantheon",0.40776699,103
"37741","Ryze","Poppy",0.5875,160
"33761","Ryze","Pyke",0.384210526,190
"67241","Ryze","Quinn",0.388888889,54
"82521","Ryze","Rakan",0.535714286,28
"5247","Ryze","Rammus",0.452631579,95
"78211","Ryze","Rek'Sai",0.485714286,35
"6295","Ryze","Renekton",0.4,65
"1973","Ryze","Rengar",0.471751412,354
"44341","Ryze","Riven",0.53968254,126
"74601","Ryze","Rumble",0.4,40
"64201","Ryze","Sejuani",0.548387097,62
"43741","Ryze","Shaco",0.4609375,128
"70961","Ryze","Shen",0.595744681,47
"4863","Ryze","Shyvana",0.509259259,108
"6369","Ryze","Singed",0.444444444,63
"42781","Ryze","Sion",0.586466165,133
"8719","Ryze","Sivir",0.619047619,21
"62161","Ryze","Skarner",0.47761194,67
"8627","Ryze","Sona",0.409090909,22
"87581","Ryze","Soraka",0.5,20
"74361","Ryze","Swain",0.536585366,41
"9439","Ryze","Syndra",0.272727273,11
"7653","Ryze","Tahm Kench",0.297297297,37
"64421","Ryze","Taliyah",0.557377049,61
"5963","Ryze","Talon",0.397260274,73
"88521","Ryze","Taric",0.421052632,19
"42701","Ryze","Teemo",0.526315789,133
"68341","Ryze","Thresh",0.461538462,52
"78121","Ryze","Tristana",0.571428571,35
"53401","Ryze","Trundle",0.434782609,92
"39381","Ryze","Tryndamere",0.486666667,150
"15566","Ryze","Twisted Fate",0.514285714,35
"4739","Ryze","Twitch",0.584070796,113
"41341","Ryze","Udyr",0.55,140
"14110","Ryze","Urgot",0.479166667,48
"87181","Ryze","Varus",0.523809524,21
"60541","Ryze","Vayne",0.352112676,71
"74681","Ryze","Veigar",0.475,40
"91101","Ryze","Vel'Koz",0.375,16
"41401","Ryze","Vi",0.542857143,140
"9809","Ryze","Viktor",0.6,5
"17718","Ryze","Vladimir",0.526315789,19
"54681","Ryze","Volibear",0.477272727,88
"36211","Ryze","Warwick",0.494117647,170
"2933","Ryze","Wukong",0.51754386,228
"89241","Ryze","Xayah",0.444444444,18
"9745","Ryze","Xerath",0.5,6
"6738","Ryze","Xin Zhao",0.452631579,190
"32121","Ryze","Yasuo",0.487684729,203
"8389","Ryze","Yorick",0.5,26
"45781","Ryze","Zac",0.416666667,120
"58011","Ryze","Zed",0.551282051,78
"8273","Ryze","Ziggs",0.714285714,28
"88201","Ryze","Zilean",0.421052632,19
"8155","Ryze","Zoe",0.482758621,29
"82701","Ryze","Zyra",0.642857143,28
"2009","Sejuani","Aatrox",0.479885057,348
"13976","Sejuani","Ahri",0.469387755,49
"3720","Sejuani","Akali",0.383597884,378
"10108","Sejuani","Alistar",0.504950495,101
"1812","Sejuani","Amumu",0.522972973,740
"15386","Sejuani","Anivia",0.444444444,36
"14134","Sejuani","Annie",0.375,48
"9710","Sejuani","Ashe",0.546296296,108
"80881","Sejuani","Aurelion Sol",0.566666667,30
"71581","Sejuani","Azir",0.347826087,46
"49941","Sejuani","Bard",0.485436893,103
"10002","Sejuani","Blitzcrank",0.368932039,103
"5158","Sejuani","Brand",0.552631579,266
"5077","Sejuani","Braum",0.534653465,101
"13142","Sejuani","Caitlyn",0.396551724,58
"2667","Sejuani","Camille",0.4375,256
"14682","Sejuani","Cassiopeia",0.581395349,43
"3258","Sejuani","Cho'Gath",0.484918794,431
"16510","Sejuani","Corki",0.428571429,28
"27021","Sejuani","Darius",0.416666667,252
"22021","Sejuani","Diana",0.493670886,316
"3874","Sejuani","Dr. Mundo",0.490304709,361
"57841","Sejuani","Draven",0.487179487,78
"2249","Sejuani","Ekko",0.536977492,311
"8704","Sejuani","Elise",0.434108527,129
"3230","Sejuani","Evelynn",0.450574713,435
"6770","Sejuani","Ezreal",0.44973545,189
"3264","Sejuani","Fiddlesticks",0.479069767,430
"5597","Sejuani","Fiora",0.428571429,84
"8010","Sejuani","Fizz",0.489795918,147
"7610","Sejuani","Galio",0.462025316,158
"10276","Sejuani","Gangplank",0.494949495,99
"3738","Sejuani","Garen",0.529255319,376
"70421","Sejuani","Gnar",0.479166667,48
"3334","Sejuani","Gragas",0.45,420
"608","Sejuani","Graves",0.500936914,1601
"1917","Sejuani","Hecarim",0.432876712,365
"11752","Sejuani","Heimerdinger",0.328947368,76
"4737","Sejuani","Illaoi",0.50877193,114
"6474","Sejuani","Irelia",0.447761194,201
"5833","Sejuani","Ivern",0.415584416,77
"17702","Sejuani","Janna",0.473684211,19
"3542","Sejuani","Jarvan IV",0.515151515,396
"1014","Sejuani","Jax",0.486148347,1119
"65661","Sejuani","Jayce",0.413793103,58
"3779","Sejuani","Jhin",0.53125,160
"4513","Sejuani","Jinx",0.495934959,123
"17241","Sejuani","Kai'Sa",0.464197531,405
"62741","Sejuani","Kalista",0.4,65
"14800","Sejuani","Karma",0.476190476,42
"6992","Sejuani","Karthus",0.494444444,180
"14676","Sejuani","Kassadin",0.465116279,43
"13178","Sejuani","Katarina",0.413793103,58
"9032","Sejuani","Kayle",0.62601626,123
"6101","Sejuani","Kayn",0.483971044,967
"14360","Sejuani","Kennen",0.434782609,46
"8821","Sejuani","Kha'Zix",0.472847682,755
"9241","Sejuani","Kindred",0.443835616,730
"5095","Sejuani","Kled",0.5,100
"12044","Sejuani","Kog'Maw",0.513888889,72
"15066","Sejuani","LeBlanc",0.384615385,39
"740","Sejuani","Lee Sin",0.472845764,1381
"10796","Sejuani","Leona",0.455555556,90
"82741","Sejuani","Lissandra",0.5,28
"3727","Sejuani","Lucian",0.460122699,163
"68381","Sejuani","Lulu",0.423076923,52
"8338","Sejuani","Lux",0.35971223,139
"3614","Sejuani","Malphite",0.469072165,388
"11970","Sejuani","Malzahar",0.493150685,73
"4374","Sejuani","Maokai",0.487421384,318
"372","Sejuani","Master Yi",0.500705882,2125
"7784","Sejuani","Miss Fortune",0.490196078,153
"7854","Sejuani","Mordekaiser",0.476821192,151
"10374","Sejuani","Morgana",0.536082474,97
"8071","Sejuani","Nami",0.566666667,30
"7640","Sejuani","Nasus",0.388535032,157
"7770","Sejuani","Nautilus",0.418300654,153
"4624","Sejuani","Nidalee",0.483333333,300
"3420","Sejuani","Nocturne",0.413202934,409
"476","Sejuani","Nunu",0.460401267,1894
"5478","Sejuani","Olaf",0.459677419,248
"13462","Sejuani","Orianna",0.425925926,54
"43681","Sejuani","Ornn",0.3671875,128
"4822","Sejuani","Pantheon",0.487719298,285
